COD_INST,COD_ALUM,FORMA,S2_003,S2_010,S2_015,S2_018,S2_024,S2_030,S2_033,S2_037,S2_044,S2_053,S2_055,S2_083,S2_089,S2_096,S2_100,S2_059,S2_062,S2_078,S2_066,S2_073,S2_006,S2_008,S2_014,S2_020,S2_025,S2_029,S2_034,S2_043,S2_047,S2_050,S2_054,S2_084,S2_086,S2_091,S2_095,S2_060,S2_061,S2_068,S2_071,S2_079
INST004,11,3,C,B,D,D,X,C,B,X,D,A,C,D,X,D,A,D,C,X,D,X,C,A,A,B,C,X,B,A,X,X,X,B,A,X,A,B,B,A,B,X
INST004,16,3,C,B,D,B,A,C,A,A,D,A,C,D,B,A,C,B,A,C,D,A,C,C,A,B,B,A,A,D,C,A,C,D,D,B,B,A,A,B,B,X
INST006,4,3,C,A,D,X,C,C,B,A,C,D,C,D,D,A,D,D,A,X,D,D,C,A,B,C,C,B,C,X,X,X,X,A,A,A,A,B,B,A,D,C
INST006,9,3,B,A,D,A,A,C,D,A,C,B,A,D,C,D,C,C,A,C,D,B,D,A,B,A,C,D,B,D,D,B,C,B,D,A,A,B,C,A,B,C
INST006,19,3,X,B,X,A,X,X,A,D,C,D,A,D,X,C,B,C,A,X,B,X,C,A,A,C,B,X,X,A,X,X,X,D,C,A,D,B,X,D,X,C
INST006,24,3,C,B,D,A,A,B,D,A,D,A,C,D,D,A,C,C,C,C,A,D,C,A,A,C,A,C,B,D,C,D,A,D,C,B,D,B,B,D,B,A
INST006,29,3,C,B,D,B,A,B,A,C,A,C,C,D,B,D,C,D,C,X,B,X,X,X,A,A,B,X,X,X,C,B,X,X,X,C,X,B,B,C,X,X
INST006,34,3,C,A,D,B,C,D,A,D,A,B,B,D,C,A,D,B,A,C,X,A,A,A,B,C,B,C,A,D,B,C,B,B,A,A,C,B,B,B,D,A
INST006,39,3,B,B,D,A,B,C,A,C,A,A,B,D,X,A,A,B,X,B,C,X,C,A,B,D,C,X,D,A,C,X,A,C,A,A,X,B,B,A,D,X
INST006,44,3,C,A,D,B,C,A,D,B,D,D,C,D,C,A,C,C,C,D,B,A,B,C,A,B,A,D,B,D,D,B,C,D,A,B,B,B,C,B,B,B
INST007,3,3,A,A,C,C,B,B,A,C,A,A,C,A,C,A,B,C,A,B,B,C,B,B,A,D,B,C,B,D,B,A,C,B,D,C,D,C,A,B,B,A
INST007,8,3,A,B,B,C,C,D,C,C,B,C,C,D,C,B,C,A,X,C,B,C,A,B,C,D,C,B,A,A,A,A,B,D,D,D,D,B,B,X,B,B
INST007,13,3,C,X,B,X,B,D,B,X,X,X,X,X,X,X,X,X,X,B,B,C,C,C,B,A,C,B,C,A,A,C,B,C,D,B,B,A,B,A,D,D
INST007,18,3,D,D,D,B,D,B,B,C,C,B,D,D,D,A,D,D,C,B,A,A,B,B,B,C,D,D,X,D,B,B,X,X,X,X,X,X,X,X,X,X
INST007,23,3,C,A,D,A,D,B,C,D,A,C,A,D,D,C,C,D,D,A,D,A,C,A,B,C,D,D,A,D,C,D,D,B,A,A,D,B,A,C,D,C
INST007,28,3,C,A,A,A,B,C,B,C,B,A,C,D,C,D,A,C,C,B,C,C,B,D,B,C,B,B,D,C,X,B,A,B,B,D,B,C,B,A,A,C
INST007,33,3,B,B,A,C,B,A,C,A,A,B,C,B,A,D,C,C,B,C,C,A,B,A,B,B,D,C,B,A,C,A,B,C,B,A,C,A,B,D,B,A
INST007,38,3,C,B,X,D,B,B,C,C,B,C,B,D,C,C,C,A,C,B,A,B,D,C,B,B,B,C,A,B,C,C,C,B,C,B,C,B,B,A,B,B
INST007,43,3,X,B,C,C,C,D,B,D,B,B,D,C,C,C,D,C,B,C,A,B,A,A,C,D,C,B,B,A,C,D,C,A,C,B,A,C,B,A,B,C
INST007,48,3,B,B,D,B,C,C,B,C,C,A,C,A,D,A,D,D,B,A,B,C,B,C,B,C,B,D,C,X,C,D,A,B,C,B,C,C,B,C,B,C
INST007,53,3,B,A,D,A,B,C,B,C,A,D,A,B,C,A,A,D,B,C,B,B,D,B,B,A,D,B,C,A,D,B,D,B,A,A,D,A,A,D,B,C
INST007,58,3,C,D,B,D,C,C,D,C,B,D,D,D,C,B,C,C,A,B,B,B,C,D,A,A,B,D,C,C,B,D,D,D,C,D,A,B,A,C,B,D
INST007,63,3,A,A,B,A,C,B,D,D,D,A,A,D,C,C,A,C,C,C,A,D,D,C,D,A,A,B,B,A,C,D,B,D,A,D,B,A,A,C,B,C
INST007,68,3,B,C,C,A,B,B,C,A,D,C,A,B,A,C,C,A,A,C,B,D,B,C,D,B,A,D,B,C,A,D,A,A,C,B,C,C,A,C,A,D
INST007,73,3,B,D,B,A,C,D,D,A,D,D,D,D,D,X,A,B,B,D,D,D,D,C,B,A,A,A,C,D,A,D,A,D,B,D,A,B,A,C,C,A
INST007,78,3,C,B,B,A,A,B,D,B,D,A,D,A,C,D,B,D,D,B,A,B,C,B,A,B,A,C,A,C,C,B,B,C,A,C,D,C,C,D,A,B
INST007,83,3,B,C,D,D,C,A,A,B,A,A,C,B,D,C,B,A,D,D,B,D,B,C,A,B,C,D,D,A,B,D,A,C,D,B,D,B,A,C,B,D
INST007,88,3,B,A,A,D,B,B,C,A,B,A,A,C,A,B,C,B,C,A,D,D,D,B,A,B,C,B,D,A,C,D,B,A,D,A,A,C,C,D,B,B
INST008,1,3,C,A,B,A,C,C,D,D,B,C,D,D,X,D,X,D,C,B,D,D,C,B,A,B,B,C,B,D,C,B,B,C,A,B,C,D,A,C,B,C
INST008,6,3,X,B,D,X,B,X,A,B,X,C,C,C,X,A,D,D,A,C,A,A,C,C,A,B,C,D,C,X,X,X,X,D,A,A,C,B,C,C,X,C
INST009,1,3,C,C,D,X,C,A,A,D,X,A,B,D,D,C,D,C,X,D,B,C,D,C,X,D,C,D,X,X,X,D,X,X,A,B,X,B,B,X,X,X
INST009,6,3,C,A,D,A,A,D,D,A,A,D,C,D,A,A,C,D,A,C,D,A,C,A,B,C,D,D,C,D,C,D,B,B,A,A,B,A,C,B,C,C
INST010,1,3,D,A,A,B,C,A,C,C,C,X,D,D,X,A,B,C,X,X,A,A,C,X,C,C,C,X,D,X,X,X,X,A,X,A,X,A,C,B,X,X
INST010,6,3,C,A,D,A,X,X,D,B,D,C,C,X,C,A,B,C,A,X,C,D,D,C,D,B,B,B,C,B,B,A,B,C,A,A,D,D,C,D,C,C
INST011,1,3,A,A,X,D,C,C,X,D,A,A,B,D,X,A,A,D,C,X,X,X,C,C,A,D,B,X,B,X,X,X,X,X,X,A,X,X,C,B,X,A
INST012,1,3,C,B,B,C,C,X,D,D,D,A,C,A,D,X,D,B,D,B,D,D,C,C,B,C,A,D,A,A,X,X,D,C,D,C,X,C,X,X,X,X
INST003,5,3,C,A,B,A,C,C,A,A,A,A,D,A,X,X,C,D,X,C,D,X,C,C,B,D,C,X,B,X,X,B,X,B,C,B,D,A,D,C,X,X
INST003,10,3,A,A,C,A,B,A,C,C,A,A,B,D,C,D,B,C,C,C,D,C,C,C,D,C,C,B,B,C,A,C,C,B,C,C,C,C,A,A,B,B
INST003,15,3,B,B,D,B,X,C,A,B,D,A,C,D,D,A,D,D,A,X,A,A,D,A,B,A,A,B,X,D,X,X,X,A,C,A,A,B,B,C,X,C
INST003,20,3,C,A,D,A,X,X,D,C,C,X,B,D,X,X,X,C,X,X,X,X,B,X,D,D,D,A,C,X,X,X,X,C,D,X,D,X,C,A,X,X
INST003,25,3,B,X,D,A,X,X,D,A,A,A,C,X,X,A,A,C,A,D,X,D,B,C,B,C,B,D,X,D,X,X,X,X,X,A,D,C,B,B,X,D
INST003,30,3,C,A,B,C,C,B,C,C,D,B,A,D,A,D,B,B,X,D,D,C,C,C,A,D,B,X,X,A,X,X,X,B,B,X,X,X,A,X,X,X
INST003,35,3,C,A,C,A,A,D,A,C,A,C,C,D,A,B,C,B,D,C,D,B,D,A,C,C,D,C,A,B,C,A,C,C,D,A,C,B,A,B,D,C
INST003,40,3,C,A,C,D,B,D,B,A,C,B,A,B,D,D,C,A,C,B,A,C,B,A,A,B,B,D,B,C,B,A,A,C,C,D,C,B,C,B,A,B
INST003,45,3,C,A,B,A,D,C,A,D,D,A,C,B,D,A,D,A,B,C,A,X,A,C,A,C,C,D,D,C,B,C,B,C,C,D,D,A,A,A,C,D
INST003,50,3,B,D,B,A,C,B,B,D,B,A,B,D,C,B,C,A,C,A,A,D,A,B,B,A,D,D,C,A,C,D,D,B,C,A,B,B,X,D,B,C
INST003,55,3,D,A,A,A,C,C,A,A,A,A,A,A,C,A,B,C,B,B,B,B,B,B,D,B,C,D,C,A,B,B,B,C,D,A,D,A,A,A,C,D
INST003,65,3,X,A,B,X,X,X,X,B,B,A,C,X,X,X,X,X,X,X,D,X,D,C,D,X,X,X,X,X,X,X,X,X,X,X,X,X,B,B,A,X
INST003,70,3,D,C,D,C,B,C,D,C,B,A,C,D,B,D,B,C,A,C,B,A,C,A,A,D,D,D,A,A,B,C,A,C,B,D,B,C,D,A,B,B
INST003,75,3,C,C,D,A,C,D,A,B,C,D,C,D,A,D,B,D,C,B,A,B,C,A,A,C,D,B,B,A,C,D,D,B,A,A,D,C,B,D,B,C
INST003,80,3,C,B,B,B,A,B,D,D,D,A,D,D,C,A,C,B,A,C,B,B,D,C,A,C,C,A,C,A,B,C,B,D,A,A,D,B,D,C,C,C
INST003,85,3,C,B,A,C,D,B,B,D,A,B,C,C,C,A,A,C,D,C,A,D,D,A,A,D,A,C,B,A,C,B,B,B,A,A,B,C,B,C,B,C
INST003,95,3,C,A,A,A,C,C,A,C,D,B,D,D,D,A,D,D,B,C,D,D,C,A,C,B,A,D,C,A,B,A,C,D,A,B,C,A,A,B,B,C
INST003,101,3,C,D,D,B,B,B,C,D,A,A,D,D,D,B,C,C,C,C,B,B,A,C,B,A,X,X,D,D,C,B,B,C,C,B,D,C,B,C,C,C
INST003,103,3,B,B,X,A,X,B,D,B,B,D,A,A,X,B,B,D,B,A,B,C,C,C,D,A,A,D,B,B,X,X,D,D,A,A,C,D,B,B,X,C
INST003,105,3,C,A,B,A,A,C,A,A,C,D,D,D,C,A,D,D,C,B,C,B,D,B,A,D,B,B,A,C,X,D,C,D,B,A,A,B,B,B,B,C
INST003,109,3,C,B,D,B,X,X,X,A,X,X,X,D,X,X,X,C,A,A,D,X,C,A,C,C,X,X,X,X,X,X,B,C,A,A,X,B,X,X,X,C
INST003,114,3,C,C,B,A,C,B,A,B,B,D,A,D,C,D,B,A,C,B,A,B,B,B,A,D,C,D,A,B,A,C,D,A,D,D,D,C,X,D,B,D
INST003,120,3,D,B,C,B,B,D,A,A,A,A,B,B,C,B,D,C,C,C,A,A,D,B,B,C,D,D,C,A,C,A,B,D,B,A,C,C,A,A,C,C
INST003,123,3,C,D,B,D,A,A,A,A,B,A,A,D,C,A,C,C,B,A,B,B,B,A,B,B,C,D,D,C,B,D,B,C,C,C,C,B,B,B,B,B
INST003,127,3,C,C,B,A,C,C,A,B,B,C,A,D,B,C,B,A,C,B,A,B,D,B,A,D,C,D,B,B,A,D,D,A,A,D,D,C,A,D,A,D
INST003,141,3,C,A,B,B,A,B,A,A,C,A,C,B,C,A,C,D,A,C,B,A,C,C,B,C,B,B,C,A,D,B,C,B,A,A,C,B,B,C,X,C
INST003,144,3,C,A,A,A,C,A,D,B,C,A,C,D,A,A,A,D,C,C,A,A,A,A,A,A,B,B,B,B,C,C,C,C,A,A,D,B,X,A,D,C
INST005,5,3,B,A,B,D,A,B,A,B,D,A,A,D,D,X,X,A,A,B,A,D,C,A,D,D,X,X,X,B,X,X,X,C,A,C,X,X,C,X,X,A
INST005,10,3,B,A,B,D,C,D,D,C,D,X,D,C,B,A,B,C,B,C,D,A,X,C,A,B,X,D,X,D,C,C,X,A,C,B,B,A,A,D,C,D
INST005,20,3,C,B,D,X,X,A,D,C,X,X,X,B,X,X,A,C,X,C,B,X,B,C,B,C,C,X,C,X,C,X,B,D,B,A,X,X,X,C,X,C
INST005,25,3,C,D,D,B,C,X,D,D,A,A,C,D,D,D,D,D,A,C,D,D,D,A,B,B,C,X,C,C,A,D,B,B,A,A,A,B,B,C,D,C
