COD_INST,COD_ALUM,FORMA,S4_002,S4_007,S4_012,S4_021,S4_025,S4_030,S4_035,S4_039,S4_044,S4_047,S4_052,S4_058,S4_065,S4_069,S4_073,S4_078,S4_086,S4_096,S4_100,S4_006,S4_009,S4_016,S4_020,S4_023,S4_027,S4_031,S4_036,S4_038,S4_043,S4_048,S4_054,S4_059,S4_066,S4_074,S4_077,S4_083,S4_087,S4_093,S4_095
INST007,48,3,A,D,D,D,B,B,A,C,C,A,C,C,A,B,A,A,C,B,C,A,A,D,D,B,C,C,C,A,C,C,B,B,C,D,B,D,D,B,B
INST007,53,3,C,D,D,D,B,B,A,D,B,A,A,C,D,B,A,A,C,B,D,D,A,D,D,C,B,C,A,C,C,C,B,C,D,B,B,A,D,A,B
INST007,58,3,A,B,C,D,A,B,A,C,C,C,A,B,A,A,0,A,B,A,C,A,D,A,C,B,C,C,A,B,C,C,B,B,D,B,A,C,B,D,A
INST007,63,3,A,A,C,A,D,B,A,D,D,A,B,C,A,B,A,A,C,B,A,A,B,B,D,B,D,C,B,A,D,D,B,B,D,B,A,C,D,B,B
INST007,68,3,A,A,B,D,A,B,A,D,A,A,B,A,A,B,A,A,B,A,A,A,D,D,B,C,D,C,A,A,A,A,A,D,C,D,B,D,D,A,A
INST007,73,3,C,C,C,A,D,B,A,C,A,A,A,A,A,B,A,A,C,B,C,C,A,B,D,B,C,B,B,D,C,C,B,B,D,C,B,C,D,A,B
INST007,78,3,A,C,D,D,A,B,A,A,A,C,A,C,A,B,A,A,B,C,C,A,D,B,C,A,C,C,A,C,A,A,A,B,D,C,B,A,D,B,B
INST007,83,3,A,C,B,C,A,D,A,D,A,A,B,C,A,B,A,A,C,B,D,D,D,D,B,C,D,C,A,B,D,C,A,D,D,B,C,D,C,C,B
INST007,88,3,A,A,D,D,B,B,A,D,D,A,B,0,A,B,D,A,B,B,D,B,A,A,A,C,D,C,A,D,A,C,A,D,B,C,B,B,B,C,B
INST008,4,3,A,C,C,D,A,B,A,A,D,A,A,A,A,A,D,A,C,B,D,D,B,D,D,C,D,A,A,A,C,D,A,A,B,A,B,D,D,D,0
INST008,9,3,A,C,D,D,C,B,A,D,A,A,B,A,A,B,A,A,C,B,C,C,A,C,A,A,0,B,B,A,A,B,D,A,A,B,B,A,D,B,B
INST009,5,3,A,C,D,D,B,B,D,B,A,B,B,B,A,B,0,A,C,B,C,B,B,D,B,C,D,A,A,A,C,B,A,B,D,B,B,A,D,A,B
INST010,5,3,C,D,D,D,B,B,C,B,D,C,A,A,A,B,A,A,C,C,A,B,D,B,B,C,D,C,C,C,C,A,A,C,A,B,B,A,C,A,B
INST011,4,3,A,C,D,A,B,B,A,D,D,A,C,A,A,C,A,A,C,C,C,A,D,C,B,C,0,D,A,A,C,C,B,B,D,C,B,A,C,A,B
INST011,9,3,A,D,D,D,A,B,D,D,A,C,B,D,A,C,A,A,C,C,D,A,D,D,B,C,D,B,C,D,D,C,A,0,0,B,B,C,C,0,B
INST011,14,3,A,D,D,A,C,B,A,D,D,A,A,C,A,B,A,A,C,B,C,D,A,C,B,C,B,D,C,B,C,D,A,B,D,B,C,A,D,A,B
INST012,5,3,C,D,D,D,B,B,A,C,A,0,A,B,D,B,A,A,C,A,D,B,D,D,D,B,D,C,B,A,C,B,D,D,D,B,A,B,D,C,D
INST003,5,3,A,C,D,D,C,B,A,C,D,A,B,A,A,B,A,A,C,B,C,B,B,D,D,C,D,C,A,C,C,B,D,A,A,C,B,D,D,A,B
INST003,10,3,A,C,D,D,B,B,A,C,D,A,B,A,A,C,A,A,B,C,B,B,B,B,B,C,D,C,A,C,C,B,D,C,A,A,B,D,D,A,A
INST003,15,3,B,C,D,D,B,B,D,A,D,C,B,A,A,B,A,A,C,B,C,B,C,B,D,C,D,D,C,C,C,B,A,B,D,B,B,A,D,A,B
INST003,20,3,D,0,C,A,B,B,A,C,D,A,0,C,0,B,B,A,C,B,B,0,A,D,D,A,D,C,C,D,D,B,A,0,D,0,B,0,0,0,0
INST003,25,3,C,D,D,D,B,B,A,C,B,C,B,C,A,B,D,C,C,B,C,B,C,B,B,C,D,C,C,B,B,C,B,B,B,C,B,D,D,A,B
INST003,30,3,C,C,D,D,B,B,A,C,A,A,A,B,A,B,D,A,C,0,A,D,C,B,B,C,D,A,B,A,B,B,A,A,C,C,A,C,B,A,B
INST003,35,3,A,A,D,A,B,B,A,D,B,C,C,B,A,B,B,A,C,B,C,B,A,B,B,C,D,C,B,C,C,C,B,D,D,B,B,D,B,A,A
INST003,40,3,B,C,D,D,D,B,A,C,B,A,D,C,A,A,C,C,C,B,A,C,C,D,D,A,C,C,B,D,D,C,D,C,D,D,A,D,D,B,B
INST003,45,3,B,D,D,A,B,B,D,A,D,A,B,A,A,A,D,A,C,B,D,C,C,D,B,A,D,D,A,B,C,C,A,B,D,C,B,D,D,A,B
INST003,50,3,A,D,D,A,D,B,A,C,D,D,A,D,A,B,A,D,B,C,D,B,A,D,D,C,C,B,C,A,B,C,C,B,B,A,C,A,B,C,B
INST003,55,3,C,D,D,D,B,B,A,A,C,C,B,B,A,B,C,A,C,C,D,A,B,D,D,C,C,A,C,A,B,A,C,A,A,C,C,C,D,B,B
INST003,60,3,C,A,D,D,A,D,A,D,B,C,C,C,C,D,D,A,C,B,B,B,C,D,B,A,B,D,A,D,D,C,A,B,D,B,B,D,D,B,B
INST003,65,3,A,A,D,D,B,B,A,A,B,A,B,C,A,A,A,A,C,B,C,B,A,B,D,C,A,B,C,D,C,A,C,C,B,B,A,B,B,B,B
INST003,70,3,C,D,D,A,B,B,D,B,D,A,B,A,D,B,A,A,C,B,D,A,D,B,D,C,D,C,A,B,C,D,B,B,D,B,B,D,D,B,B
INST003,75,3,A,C,D,D,B,B,A,D,A,A,A,C,A,D,C,A,C,B,C,B,C,D,D,C,B,C,A,A,C,A,A,B,D,B,B,D,D,B,B
INST003,80,3,A,A,C,D,B,B,D,A,D,B,C,D,A,B,A,A,C,B,C,B,A,B,B,C,D,C,A,A,C,B,D,A,B,B,B,C,D,0,B
INST003,85,3,B,D,B,B,A,B,A,C,D,A,C,B,A,B,A,C,C,D,D,B,A,A,C,A,D,A,A,A,A,B,A,B,D,B,A,D,D,C,B
INST003,95,3,A,A,D,C,B,B,A,D,B,A,C,C,A,B,A,A,C,B,C,B,A,D,B,C,B,C,A,C,B,B,A,A,D,B,B,A,D,C,B
INST003,101,3,A,C,D,D,B,B,A,D,D,C,C,B,A,C,D,A,C,B,C,D,C,B,B,C,C,D,C,A,C,B,C,B,D,B,C,D,D,C,B
INST003,103,3,C,D,D,D,B,C,A,D,A,C,B,D,A,D,A,A,C,B,D,A,C,B,D,B,B,C,A,C,D,D,A,D,D,B,A,D,C,A,A
INST003,105,3,A,A,B,D,B,B,A,D,B,A,B,C,A,B,A,A,C,C,A,B,C,A,B,A,C,C,B,C,A,C,A,B,B,C,B,C,D,A,A
INST003,109,3,A,0,0,D,B,0,A,B,0,0,A,A,A,C,A,B,C,B,0,0,C,A,B,0,B,A,A,A,C,B,0,B,D,A,A,0,D,C,B
INST003,114,3,C,D,B,A,B,B,A,C,D,A,D,C,A,A,A,A,C,B,A,A,B,B,D,C,D,B,B,D,C,C,A,C,B,C,D,D,C,B,D
INST003,120,3,A,B,D,A,B,B,A,D,B,A,C,B,A,B,A,B,C,B,A,B,B,A,B,B,C,C,A,C,A,C,B,D,A,A,A,B,B,B,B
INST003,123,3,A,C,D,A,B,B,A,D,B,A,D,B,A,A,A,A,B,0,A,B,C,B,D,A,0,A,A,A,D,B,A,D,D,A,B,D,B,B,B
INST003,127,3,C,D,B,A,B,B,A,C,D,A,D,C,A,A,A,A,C,B,A,A,B,B,D,C,D,B,B,D,C,C,A,C,B,C,D,D,C,B,D
INST003,141,3,D,D,D,D,B,B,A,D,D,A,B,C,A,B,A,A,C,B,A,A,C,A,B,C,B,C,A,A,C,B,A,D,D,C,B,D,D,A,B
INST003,144,3,D,C,D,D,C,B,D,A,A,A,B,C,B,C,D,A,C,A,C,C,C,B,D,D,B,C,A,C,D,B,A,D,B,C,A,C,B,A,D
INST005,5,3,A,D,D,A,B,B,C,B,A,A,B,B,A,B,B,A,C,B,B,B,D,B,B,B,D,C,C,A,B,B,D,B,A,C,B,0,D,A,B
INST005,10,3,A,C,D,A,B,B,A,C,D,C,B,C,B,C,D,B,C,B,B,C,D,B,D,C,D,A,C,B,B,B,A,A,D,C,B,C,D,A,B
INST005,20,3,B,A,C,D,A,B,D,A,A,B,A,A,D,A,B,A,C,A,C,B,D,B,B,C,D,C,A,A,C,D,A,D,A,C,B,C,C,A,A
INST005,25,3,C,A,D,D,B,B,A,B,D,A,C,A,A,A,A,A,C,D,C,B,C,A,B,C,B,C,A,A,C,B,A,B,D,B,B,A,D,C,C
