COD_INST,COD_ALUM,FORMA,S3_004,S3_007,S3_012,S3_014,S3_022,S3_024,S3_030,S3_035,S3_044,S3_046,S3_048,S3_052,S3_057,S3_060,S3_064,S3_068,S3_078,S3_084,S3_091,S3_096,S3_005,S3_013,S3_016,S3_021,S3_028,S3_033,S3_038,S3_041,S3_050,S3_056,S3_065,S3_071,S3_073,S3_075,S3_080,S3_083,S3_088,S3_090,S3_095,S3_100
INST006,40,4,D,C,A,C,C,C,C,D,B,D,A,A,D,B,C,A,B,B,A,C,B,A,C,B,A,A,D,D,B,X,B,B,C,D,C,C,B,D,A,A
INST006,45,4,B,C,A,B,D,C,A,D,B,B,A,A,A,B,C,A,A,A,D,C,C,D,C,B,A,A,D,D,B,C,C,A,C,A,C,B,D,C,A,B
INST007,4,4,D,C,D,C,C,D,A,A,D,D,A,B,B,B,C,A,B,C,D,D,A,A,X,X,X,B,D,D,A,A,D,C,C,B,B,C,D,C,A,D
INST007,9,4,D,A,D,D,C,B,D,C,D,C,A,C,A,B,C,C,B,D,C,C,D,A,C,D,B,A,B,D,B,A,D,D,C,D,C,A,D,C,A,B
INST007,14,4,D,C,A,B,C,C,A,A,B,A,A,A,B,A,D,A,A,B,A,C,B,C,C,C,A,A,A,D,B,C,B,B,C,D,C,C,B,D,A,B
INST007,19,4,D,B,D,D,C,A,A,A,A,D,B,A,B,B,A,A,A,C,A,C,C,C,D,B,A,D,D,D,B,C,B,D,B,D,D,B,D,B,A,C
INST007,24,4,B,C,A,D,A,D,B,A,C,B,D,D,D,A,C,B,B,D,C,C,B,B,A,C,C,B,D,C,B,A,D,B,C,A,C,B,D,C,A,B
INST007,29,4,A,A,C,C,C,A,A,D,A,A,A,D,A,B,C,D,B,X,D,C,C,D,A,C,A,B,D,D,B,X,B,B,C,B,B,A,D,C,A,A
INST007,34,4,C,C,D,D,B,A,C,A,B,A,A,C,C,B,C,C,B,B,D,D,C,B,C,B,A,D,D,C,B,C,C,B,B,B,A,C,D,C,A,B
INST007,39,4,D,C,D,D,D,A,A,A,B,D,A,B,A,B,C,B,B,B,D,C,D,A,C,B,A,B,B,D,B,B,C,A,C,D,C,B,B,B,A,B
INST007,44,4,A,D,D,D,C,C,C,D,B,C,D,B,A,B,C,A,A,B,D,C,D,C,C,D,C,B,D,C,B,A,D,B,B,B,C,C,C,C,A,A
INST007,49,4,D,B,D,C,C,C,C,A,A,B,A,C,A,D,B,A,B,B,C,D,C,D,D,B,A,D,D,D,B,B,B,B,C,B,C,B,D,C,A,B
INST007,54,4,A,C,A,C,B,D,B,A,D,A,A,D,D,A,C,A,D,A,C,C,A,C,B,B,A,D,D,C,A,A,A,B,C,A,D,B,D,C,A,B
INST007,59,4,B,C,B,C,C,A,D,D,D,B,C,B,C,D,C,B,B,B,D,C,C,C,C,B,C,A,D,D,C,B,D,B,C,A,C,C,D,C,A,B
INST007,64,4,B,D,A,D,C,A,D,D,A,C,B,C,B,D,C,B,B,A,D,C,C,D,C,B,C,A,D,D,B,B,D,B,C,A,C,C,B,C,A,B
INST007,69,4,B,D,A,C,D,A,C,D,A,B,C,C,A,B,D,B,D,C,A,C,C,A,C,D,A,A,D,C,B,D,D,A,C,A,B,B,C,C,A,B
INST007,74,4,A,A,B,B,B,C,A,D,A,B,A,X,C,D,C,D,A,B,D,C,B,B,C,A,B,A,B,B,X,D,A,B,C,B,D,A,B,C,A,B
INST007,79,4,A,A,D,A,C,A,D,D,A,C,A,A,A,A,C,C,B,D,D,C,C,A,D,B,A,C,B,A,A,C,A,D,C,D,D,C,D,B,C,A
INST007,84,4,A,C,D,C,C,C,C,D,B,B,A,B,A,B,C,A,B,B,D,C,B,C,D,B,A,A,D,C,B,B,B,A,C,D,C,C,D,C,A,A
INST007,89,4,A,C,D,D,C,C,D,D,A,C,A,B,A,C,C,A,B,B,D,C,D,A,C,B,A,D,D,D,B,A,C,A,B,D,C,B,B,C,A,B
INST008,3,4,B,C,D,C,C,C,A,A,A,D,B,B,A,C,C,B,A,D,A,C,C,C,C,B,A,D,D,C,C,C,D,B,B,B,C,B,D,C,A,D
INST008,8,4,B,C,D,A,B,C,D,A,D,D,D,C,C,C,A,A,B,D,A,C,C,B,A,D,C,A,D,A,B,B,D,A,C,C,C,B,D,C,B,D
INST009,3,4,A,C,B,C,C,C,A,D,B,B,C,B,A,A,C,B,B,C,A,C,C,D,A,B,A,A,D,D,B,C,A,B,B,C,C,B,C,C,D,A
INST010,3,4,B,C,X,B,C,A,B,B,C,B,A,B,B,B,C,A,B,X,D,C,D,D,B,B,C,A,D,D,B,X,C,D,C,A,B,C,D,C,A,B
INST010,8,4,B,B,D,X,X,A,A,A,A,X,X,X,X,X,C,A,B,B,D,C,B,D,C,D,A,B,D,D,B,X,D,B,B,A,D,B,B,C,A,A
INST011,3,4,D,C,B,D,C,C,A,D,B,B,A,B,D,C,C,A,B,B,A,C,A,B,C,B,C,D,D,D,B,A,B,B,B,A,A,B,B,C,A,A
INST011,8,4,D,B,C,D,C,C,C,A,B,B,A,A,A,A,C,B,B,D,A,C,B,D,A,B,A,A,D,D,B,D,B,A,C,A,C,B,D,C,D,B
INST011,13,4,B,C,A,A,C,C,A,A,B,B,A,D,D,B,C,B,B,D,D,C,A,B,C,B,A,C,D,D,B,C,B,B,C,B,D,B,D,C,A,A
INST012,3,4,B,B,D,D,C,A,D,A,B,A,A,D,A,A,C,A,A,D,D,C,B,B,C,B,A,A,D,D,B,A,B,B,C,B,C,C,D,C,A,A
INST003,1,4,C,C,B,D,C,D,D,D,A,A,D,X,C,B,B,D,A,D,C,B,D,B,X,B,C,X,D,D,B,X,B,D,C,A,D,X,D,D,A,B
INST003,6,4,C,C,D,A,A,C,C,A,B,D,C,A,A,A,D,C,A,D,C,D,A,D,D,B,B,B,C,A,A,C,A,A,A,C,C,B,B,C,C,D
INST003,11,4,D,D,A,C,D,D,D,D,B,D,D,B,A,C,A,C,A,D,D,D,A,C,B,B,C,B,D,D,B,D,B,C,C,B,C,B,D,C,C,A
INST003,16,4,C,C,D,C,C,A,D,B,A,D,D,B,C,C,B,B,B,D,B,C,D,X,A,B,A,B,C,B,B,D,B,B,C,A,D,C,B,C,D,A
INST003,21,4,B,B,D,A,C,A,D,A,A,B,D,D,A,B,C,C,A,B,A,D,C,D,C,D,A,B,B,C,B,C,C,C,C,A,A,B,D,C,A,D
INST003,26,4,B,C,D,C,C,C,D,D,X,B,C,B,C,X,A,A,B,B,D,C,D,C,B,X,A,B,D,D,B,X,D,A,C,A,X,B,D,C,A,B
INST003,31,4,D,A,D,D,D,C,D,A,B,D,C,C,A,C,D,B,B,B,D,C,D,A,C,B,A,A,B,A,B,A,A,D,C,A,A,A,D,C,A,A
INST003,36,4,A,C,D,A,C,C,A,D,B,B,A,D,A,B,C,A,A,C,A,C,C,A,A,D,A,D,B,A,B,B,D,A,C,B,A,B,D,B,A,A
INST003,41,4,B,C,D,D,A,D,D,D,D,A,C,C,A,B,C,B,B,B,D,D,B,B,B,D,C,B,A,D,B,D,B,B,C,B,C,A,D,C,A,A
INST003,46,4,C,A,B,A,A,C,A,A,A,C,D,B,D,B,C,C,B,B,D,C,D,D,B,D,A,B,B,A,C,D,B,A,C,B,B,C,D,C,A,B
INST003,51,4,C,A,D,B,C,C,B,D,B,C,D,B,A,A,C,C,B,D,D,C,C,B,D,B,C,C,A,D,B,B,B,B,C,C,C,B,D,C,D,A
INST003,56,4,B,B,D,B,C,C,A,A,A,D,C,B,C,A,C,C,B,D,A,C,A,B,A,D,A,C,D,A,A,A,B,C,C,C,A,D,B,C,A,A
INST003,61,4,D,A,D,D,C,C,D,A,A,C,A,A,A,C,C,C,B,A,A,C,C,A,D,B,C,B,C,D,B,B,B,A,C,C,C,C,D,C,A,A
INST003,66,4,D,C,C,A,C,C,C,A,D,D,B,B,A,C,C,C,B,D,D,C,A,A,D,D,A,A,A,A,B,A,D,D,C,D,D,B,D,C,A,A
INST003,71,4,B,A,A,C,C,A,C,D,A,B,D,C,A,A,C,B,B,B,D,C,B,A,C,B,A,D,D,D,B,A,D,A,C,D,D,B,B,C,A,B
INST003,76,4,B,A,D,C,C,C,A,A,B,B,D,C,A,X,B,B,B,D,D,C,D,D,D,D,A,C,D,C,B,X,B,A,C,B,B,B,D,C,D,B
INST003,81,4,D,A,D,D,C,C,A,D,D,D,D,D,A,C,C,B,B,A,D,C,A,D,C,B,A,C,D,C,B,B,C,B,C,A,C,C,D,C,D,B
INST003,86,4,A,C,D,C,C,C,B,A,D,C,A,C,C,A,C,B,B,B,D,C,B,C,C,B,A,B,B,D,B,D,B,B,C,A,C,C,B,C,A,B
INST003,91,4,D,D,D,D,D,C,D,A,B,B,C,C,C,C,C,B,B,D,D,C,D,A,D,D,C,A,D,C,B,A,B,A,C,A,C,B,D,C,A,D
INST003,96,4,B,C,B,C,C,C,B,D,B,C,D,B,D,C,C,X,B,X,D,C,C,D,C,B,A,A,D,C,B,B,D,B,C,A,C,B,D,C,A,B
INST003,102,4,A,A,D,A,C,A,D,A,B,D,A,B,B,C,B,A,B,B,A,C,D,D,D,D,A,B,D,D,B,C,A,B,C,C,B,C,D,C,A,C
INST003,106,4,C,C,D,C,C,B,A,A,B,D,C,C,A,B,D,B,A,B,D,B,D,D,D,D,A,B,C,A,B,D,B,A,C,C,A,B,D,C,A,B
INST003,107,4,B,A,B,B,A,A,C,A,C,B,A,B,C,B,A,B,B,C,D,C,B,B,A,C,C,B,C,C,B,B,A,B,C,D,B,A,D,C,A,B
INST003,113,4,D,C,C,B,C,D,C,A,A,C,A,D,C,C,C,A,B,B,D,C,C,D,C,B,A,A,D,D,B,B,B,B,B,D,C,B,D,C,A,D
INST003,124,4,B,C,D,C,C,B,D,A,A,C,D,B,A,C,C,A,B,B,D,C,D,A,C,D,A,C,B,A,B,X,B,D,C,X,C,B,D,B,A,B
INST003,125,4,C,C,D,D,C,C,C,A,A,A,A,B,B,C,C,B,B,D,D,C,A,C,D,B,A,D,D,D,B,C,A,D,B,B,A,B,D,B,A,B
INST003,130,4,B,B,D,D,A,A,A,D,C,D,D,D,A,B,C,C,B,D,C,C,B,B,C,C,A,A,D,D,B,B,B,C,C,C,A,A,D,C,A,B
INST003,131,4,D,B,D,B,A,C,A,D,A,C,D,A,A,X,C,A,B,X,A,C,B,D,C,B,A,C,C,C,B,X,A,A,C,B,D,X,D,C,A,B
INST003,132,4,A,A,D,B,B,D,C,A,B,A,C,C,C,B,A,A,B,D,B,D,B,B,D,C,C,A,D,D,B,B,B,C,C,C,A,A,B,C,A,B
INST003,133,4,A,B,A,B,A,A,C,A,B,B,A,C,A,C,D,C,D,D,D,B,B,D,A,A,D,B,D,A,B,C,A,B,C,B,B,A,A,D,A,A
INST003,143,4,D,A,A,C,C,A,D,A,A,D,A,B,A,A,C,C,B,B,A,C,C,D,C,B,B,A,D,D,B,D,D,B,C,D,C,B,D,C,A,B
INST003,147,4,C,C,D,C,C,B,A,A,B,D,C,C,A,B,D,B,A,B,D,B,B,D,D,D,A,B,C,A,B,D,B,X,C,C,A,B,D,C,A,B
INST005,1,4,B,C,A,D,C,C,C,B,B,C,A,D,C,B,C,B,B,B,D,C,C,B,C,B,A,B,D,D,B,X,B,B,C,C,B,B,B,D,A,A
INST005,6,4,D,B,A,D,C,A,A,A,A,B,A,A,C,C,A,D,A,B,A,C,D,A,C,D,A,B,B,D,A,C,C,B,C,B,D,B,D,B,A,X
INST005,11,4,A,B,D,D,C,X,A,D,B,B,X,X,A,D,C,B,B,X,D,C,B,B,C,D,A,X,D,D,B,X,X,D,C,C,C,X,D,C,A,B
INST005,16,4,X,X,A,D,B,C,X,A,A,B,A,B,B,B,C,D,A,X,A,C,D,D,C,B,A,B,D,A,B,X,B,A,C,C,X,B,D,C,A,A
INST005,21,4,D,B,D,A,C,C,A,B,A,B,C,C,A,D,C,C,B,B,D,D,C,A,C,B,A,A,B,D,B,D,A,B,B,A,A,A,B,D,A,A
