COD_INST,COD_ALUM,FORMA,S2_001,S2_002,S2_007,S2_009,S2_016,S2_028,S2_031,S2_035,S2_039,S2_065,S2_056,S2_042,S2_046,S2_082,S2_076,S2_074,S2_070,S2_097,S2_087,S2_092,S2_004,S2_005,S2_011,S2_013,S2_019,S2_023,S2_032,S2_036,S2_040,S2_049,S2_051,S2_081,S2_090,S2_094,S2_099,S2_058,S2_063,S2_067,S2_069,S2_077
INST004,19,1,B,B,D,X,A,B,A,D,A,C,A,C,A,A,C,B,A,D,D,B,D,A,A,B,C,X,C,C,B,A,B,A,A,C,B,C,B,B,C,B
INST006,2,1,B,C,D,X,A,C,A,D,D,X,X,C,C,D,A,A,X,X,X,X,X,X,X,X,X,X,X,B,X,C,X,X,X,X,X,X,X,X,A,X
INST006,7,1,D,D,D,D,A,A,A,D,C,D,A,C,D,A,C,D,C,A,A,B,B,A,B,X,C,X,A,C,B,X,A,A,X,D,X,C,X,A,B,C
INST006,12,1,B,A,D,A,C,C,A,D,A,A,A,A,B,D,C,A,D,A,B,D,D,D,B,D,A,B,D,B,C,B,C,A,D,D,A,C,A,A,B,B
INST006,17,1,D,A,B,X,D,A,A,D,C,D,B,C,B,D,A,D,X,D,D,C,A,C,B,B,A,X,B,B,X,A,X,A,C,D,B,C,C,C,B,D
INST006,22,1,D,A,D,C,C,B,A,D,B,X,A,C,A,A,C,C,X,D,X,X,D,A,B,A,B,X,B,C,D,X,B,D,A,A,A,C,A,X,A,C
INST006,27,1,B,A,D,A,A,B,D,D,D,X,A,D,B,C,B,A,X,A,A,A,D,B,X,C,X,X,X,B,X,X,B,A,X,A,X,C,B,B,B,X
INST006,32,1,B,A,D,C,A,A,A,D,B,B,A,A,D,X,C,A,B,A,D,A,D,B,A,C,D,X,B,C,C,A,D,A,A,D,B,C,B,B,B,A
INST006,37,1,B,A,D,B,A,B,A,C,C,D,A,C,A,A,C,D,D,D,D,A,D,B,A,A,A,X,C,C,B,A,B,A,A,D,B,C,A,C,B,B
INST006,42,1,D,A,D,X,D,A,A,D,X,X,B,B,A,D,D,C,X,A,D,A,D,B,A,C,B,X,B,D,C,A,X,A,A,D,B,C,X,X,B,X
INST006,48,1,D,A,B,A,A,X,B,A,X,X,D,A,A,D,D,C,B,B,A,B,C,A,A,D,A,D,C,D,C,C,C,D,X,D,C,A,C,C,D,C
INST007,1,1,C,B,D,B,B,B,A,D,A,A,A,A,A,B,D,B,B,B,A,C,A,D,C,A,C,C,D,B,D,A,B,D,B,D,C,C,C,D,A,D
INST007,6,1,X,A,B,C,B,B,B,C,C,C,A,C,B,B,A,D,A,A,D,D,C,D,A,D,B,C,B,B,A,C,A,C,A,B,A,B,A,A,A,B
INST007,11,1,A,B,A,C,D,C,A,A,C,D,A,B,D,D,A,A,B,B,C,C,B,D,B,A,B,B,A,B,C,A,C,B,D,A,B,B,A,B,B,B
INST007,16,1,A,B,A,C,C,D,B,D,A,C,D,B,A,B,C,D,C,A,B,A,C,A,C,D,B,C,D,A,C,B,B,D,A,C,B,A,D,B,D,C
INST007,21,1,A,C,B,B,A,A,A,D,C,A,A,B,C,D,C,A,C,A,B,B,D,B,A,B,B,D,D,C,A,C,B,C,D,C,A,C,D,B,C,A
INST007,26,1,D,D,B,A,A,B,A,D,B,A,A,C,D,D,B,C,C,B,D,A,D,B,B,A,B,B,B,A,B,A,A,C,C,D,D,C,A,D,C,D
INST007,31,1,A,B,X,C,D,D,A,C,B,C,B,B,D,C,A,C,A,D,D,B,D,A,C,C,A,D,C,C,B,D,C,D,B,C,B,A,C,D,D,B
INST007,36,1,D,A,A,A,A,A,A,C,B,D,C,C,A,D,A,C,C,A,C,C,D,C,B,A,B,B,A,C,A,C,B,A,C,A,B,C,A,B,X,C
INST007,41,1,B,D,C,A,D,A,A,C,D,B,A,C,D,A,B,D,C,A,D,A,D,A,A,B,C,B,B,A,D,D,B,C,B,B,A,C,D,A,B,D
INST007,46,1,A,D,C,A,D,B,C,D,D,C,C,C,C,A,B,A,B,B,B,D,B,D,D,A,D,D,D,C,D,A,D,C,C,D,B,A,A,B,A,B
INST007,51,1,B,A,A,B,A,B,A,D,B,A,B,C,D,B,B,B,C,D,C,C,D,B,A,C,D,B,D,C,B,C,B,A,C,C,B,C,C,C,B,D
INST007,56,1,B,C,D,B,A,B,A,C,D,C,B,C,C,A,A,C,C,A,B,D,D,A,A,D,A,A,D,A,C,A,A,D,D,C,B,D,C,D,B,D
INST007,61,1,B,C,D,B,A,B,A,C,D,C,B,C,C,A,D,A,C,D,B,C,D,B,B,D,B,C,D,A,B,D,A,C,B,D,A,C,B,C,A,C
INST007,66,1,B,D,D,B,A,A,A,D,X,D,X,B,D,X,X,D,X,C,B,B,D,A,A,A,X,X,X,X,A,X,B,A,A,C,B,C,A,X,X,X
INST007,71,1,D,A,D,B,B,C,A,D,C,B,B,B,C,A,B,A,C,D,A,C,D,A,A,A,C,D,D,D,A,C,A,B,D,C,A,D,C,A,A,A
INST007,76,1,D,A,A,B,A,C,A,C,D,C,B,C,D,C,C,D,B,B,D,C,D,B,C,A,A,D,B,A,C,C,A,C,D,B,B,C,A,D,B,C
INST007,81,1,D,C,D,B,D,D,A,D,B,A,C,B,D,A,A,D,B,D,A,C,D,B,C,B,B,D,B,A,D,C,A,C,D,B,B,D,A,C,A,A
INST007,86,1,C,B,B,A,B,B,A,D,B,D,B,C,A,A,A,C,C,B,B,D,B,B,B,A,C,B,D,B,A,D,A,D,D,A,B,B,A,C,B,B
INST007,91,1,C,B,C,A,D,B,C,D,B,D,B,B,C,D,D,B,B,D,C,D,B,D,B,C,B,C,B,A,A,A,D,B,C,C,C,A,A,B,A,C
INST008,4,1,A,A,B,A,C,B,A,C,D,D,A,C,B,D,A,D,A,D,B,B,C,A,B,B,B,D,D,B,D,D,B,D,C,A,A,C,D,D,B,D
INST008,9,1,A,B,A,A,A,B,A,C,A,C,A,C,C,D,B,A,A,A,A,A,B,A,A,A,A,B,B,A,A,A,B,C,A,C,B,B,A,B,A,A
INST009,4,1,D,D,D,B,C,C,A,D,B,B,A,B,A,X,C,A,X,D,D,A,D,B,A,X,X,X,B,D,X,C,X,X,X,X,B,C,X,X,X,X
INST010,4,1,D,A,D,X,A,A,A,D,A,X,A,C,A,X,A,A,B,B,D,X,D,A,B,B,X,X,X,X,X,X,B,X,B,X,B,X,A,B,A,B
INST011,4,1,A,A,D,C,B,B,A,D,C,D,X,C,B,A,B,C,B,B,B,C,D,D,X,A,D,A,A,D,C,C,C,D,C,D,C,C,A,B,B,D
INST011,9,1,D,A,C,C,C,C,A,C,C,B,D,D,C,D,B,B,C,A,A,C,D,C,D,D,B,B,D,B,C,C,D,A,A,B,B,B,C,B,D,D
INST011,14,1,A,C,D,B,A,B,A,X,X,C,A,C,B,A,C,A,B,B,A,A,D,X,X,C,X,X,B,D,X,X,X,D,D,X,B,C,C,A,D,B
INST012,4,1,C,C,C,B,D,A,A,C,C,C,C,C,A,C,C,C,C,D,A,C,D,A,C,D,C,A,D,A,C,A,C,A,C,C,A,C,C,C,B,A
INST003,3,1,D,C,B,A,D,B,B,D,C,B,A,D,D,B,A,B,B,C,B,C,A,D,C,D,C,B,D,C,B,A,C,D,B,C,A,A,C,D,C,D
INST003,8,1,B,D,C,B,A,C,A,D,B,A,B,C,C,X,A,A,C,D,A,D,D,A,C,A,A,X,D,A,D,C,B,D,C,C,C,A,A,D,D,C
INST003,13,1,C,C,D,X,D,B,A,C,C,A,C,D,D,D,X,B,X,A,A,D,D,B,X,X,D,X,X,B,D,X,C,C,A,C,D,D,C,B,D,A
INST003,18,1,B,A,C,A,B,B,B,C,B,A,B,C,C,X,X,X,C,B,A,A,B,C,B,B,A,X,D,B,A,B,C,C,C,D,B,A,C,A,A,B
INST003,23,1,D,D,D,A,C,X,A,D,X,C,A,C,A,A,A,A,X,B,D,B,D,B,A,X,X,X,B,X,C,A,A,A,A,D,B,C,X,X,B,X
INST003,28,1,B,B,D,C,C,C,A,D,C,C,A,D,B,X,C,D,X,A,C,A,D,B,A,C,A,X,C,C,A,B,D,A,B,A,D,C,C,D,B,B
INST003,33,1,A,D,B,A,A,C,A,D,C,C,B,C,B,X,A,D,B,D,C,B,B,C,B,B,C,X,B,D,X,X,C,B,B,C,D,B,X,X,X,X
INST003,38,1,B,D,D,C,B,C,A,C,B,X,B,C,D,X,C,B,X,B,D,B,D,B,C,B,X,X,B,D,D,X,B,A,A,A,X,C,A,X,C,X
INST003,43,1,A,X,X,B,B,B,A,C,X,X,A,B,B,A,B,A,X,X,X,X,D,X,C,A,X,X,C,C,X,X,X,A,X,C,B,X,C,B,D,A
INST003,48,1,A,X,X,B,A,A,A,C,X,X,A,D,B,B,X,C,X,A,A,X,D,D,C,X,X,X,D,C,C,A,X,D,X,C,A,X,C,X,B,D
INST003,53,1,B,D,C,D,B,C,A,D,D,A,A,A,A,C,B,D,B,D,C,A,D,D,D,D,D,X,D,A,B,B,D,B,A,C,C,B,D,B,A,C
INST003,58,1,C,B,B,B,D,A,A,D,B,A,A,C,B,A,C,D,B,B,B,C,D,C,B,B,B,X,D,B,D,C,D,D,C,C,B,B,C,B,B,B
INST003,63,1,A,A,D,B,D,A,A,D,B,B,B,A,A,D,B,D,X,A,B,A,D,A,C,A,A,X,B,D,X,A,D,A,X,C,B,B,X,D,B,B
INST003,68,1,D,A,D,B,D,A,A,C,B,C,C,B,B,C,D,A,C,D,D,A,D,A,B,C,C,X,B,C,A,C,C,B,C,D,A,A,A,D,B,B
INST003,73,1,B,B,B,C,A,A,D,D,C,A,C,A,B,A,A,C,C,B,A,B,A,C,D,D,B,X,B,A,C,B,C,D,D,B,A,C,B,D,B,C
INST003,78,1,B,X,A,B,D,B,D,C,C,C,B,B,C,A,D,B,A,C,A,D,D,D,C,X,B,X,A,X,A,B,C,X,D,C,C,X,X,B,D,A
INST003,83,1,B,D,A,B,A,B,A,D,B,C,A,B,C,C,C,A,C,D,A,C,A,C,D,D,B,X,C,B,D,A,B,D,A,D,C,D,C,D,B,A
INST003,88,1,C,D,D,D,A,B,A,C,B,A,B,B,A,C,A,B,C,D,A,D,D,C,B,A,D,C,D,B,A,D,D,D,C,D,B,D,B,B,A,C
INST003,93,1,B,D,D,B,B,C,A,D,B,A,B,C,A,B,D,A,C,B,B,D,D,B,D,A,D,X,D,C,C,A,D,D,A,C,A,D,C,D,A,D
INST003,98,1,D,A,X,X,C,C,A,D,X,B,X,X,A,X,X,D,X,X,X,X,X,B,A,X,X,X,X,C,X,X,X,X,C,X,B,C,C,D,X,X
INST003,100,1,C,A,D,B,B,A,A,D,C,A,C,D,B,A,B,C,B,D,D,A,D,A,A,B,C,X,B,B,C,A,C,C,A,A,A,A,A,A,A,A
INST003,110,1,A,B,C,C,B,C,A,D,A,B,A,C,A,A,D,A,B,B,D,D,D,C,A,A,C,X,C,D,B,C,C,A,A,D,B,C,C,A,B,B
INST003,115,1,X,A,D,C,B,A,A,D,X,B,X,B,B,A,C,A,X,X,B,X,X,B,C,A,D,X,X,C,B,A,D,C,A,X,B,B,X,X,B,X
INST003,116,1,D,B,B,D,C,A,A,A,B,B,C,B,B,B,C,C,C,D,B,A,C,C,B,A,C,X,D,C,A,C,B,D,A,A,A,C,C,D,C,C
INST003,117,1,D,C,D,A,B,A,A,D,C,B,A,C,D,A,C,C,X,D,X,X,D,B,A,D,C,X,X,D,C,C,X,A,D,X,B,C,C,B,B,D
INST003,118,1,A,A,C,A,B,B,A,D,C,A,B,C,A,D,D,C,C,A,A,C,A,C,B,A,B,X,D,A,C,C,D,A,C,D,A,B,A,D,D,C
INST003,134,1,D,D,D,A,D,B,A,D,A,A,B,D,A,A,B,A,X,D,B,D,D,C,B,A,C,X,D,C,B,C,A,C,B,D,A,D,B,D,B,B
INST003,135,1,D,D,D,C,D,B,A,D,A,A,B,C,A,A,B,A,X,D,B,D,D,D,B,A,C,X,D,C,D,C,D,C,B,D,B,C,D,D,B,B
INST003,136,1,D,D,D,C,B,D,A,D,A,A,B,C,A,A,B,A,D,D,A,D,D,B,A,A,C,X,D,C,D,A,A,B,A,D,D,C,C,D,B,D
INST003,148,1,A,A,A,B,B,A,A,C,C,C,D,C,C,B,B,A,C,B,D,A,A,D,A,D,A,X,D,A,C,X,B,A,C,D,A,B,A,D,D,C
INST005,8,1,B,C,D,B,A,A,A,D,D,A,B,D,B,D,D,A,D,B,B,D,A,B,D,A,B,A,D,B,D,C,A,D,A,C,D,D,B,A,D,D
INST005,13,1,X,A,D,B,C,C,A,D,X,D,B,B,C,B,B,A,X,D,A,A,D,A,C,X,D,X,X,C,D,C,D,A,A,C,B,C,X,X,X,X
INST005,18,1,D,B,D,X,A,B,A,D,B,A,A,C,D,D,A,A,C,D,B,A,D,X,A,C,X,X,B,A,C,A,X,A,B,C,X,C,X,X,B,X
INST005,23,1,C,A,C,B,X,A,A,D,B,C,A,C,A,B,C,C,C,A,C,B,D,C,B,B,C,C,D,B,C,D,B,B,B,C,B,C,C,X,B,B
