COD_INST,COD_ALUM,FORMA,S2_004,S2_005,S2_011,S2_013,S2_019,S2_023,S2_032,S2_036,S2_040,S2_049,S2_051,S2_081,S2_090,S2_094,S2_099,S2_058,S2_063,S2_067,S2_069,S2_077,S2_003,S2_010,S2_015,S2_018,S2_024,S2_030,S2_033,S2_037,S2_044,S2_053,S2_055,S2_083,S2_089,S2_096,S2_100,S2_059,S2_062,S2_078,S2_066,S2_073
INST006,38,2,D,A,B,C,C,0,B,C,C,C,A,A,D,D,A,B,C,D,B,C,C,A,B,B,D,B,D,C,D,B,D,D,A,A,C,C,D,C,D,C
INST006,43,2,D,A,A,B,D,0,A,B,0,A,D,A,A,D,B,B,C,D,A,A,B,B,D,B,C,B,A,D,B,D,A,D,0,A,B,C,D,D,0,D
INST007,2,2,A,B,D,D,B,B,A,A,C,A,C,B,C,D,A,B,C,B,A,C,C,C,A,A,B,B,A,B,B,A,B,B,B,A,A,A,A,B,D,D
INST007,7,2,D,A,D,B,D,C,D,B,C,A,C,A,B,C,D,C,A,D,C,B,C,C,D,A,C,D,A,B,C,A,A,B,A,C,D,C,C,C,D,A
INST007,12,2,A,C,B,C,D,B,C,D,D,A,C,B,D,D,A,C,B,C,A,B,B,D,0,C,B,C,A,C,C,D,A,B,D,B,C,A,C,B,A,B
INST007,17,2,D,A,C,C,C,B,D,B,C,C,D,C,A,B,D,A,C,B,A,D,A,C,B,B,D,C,D,C,B,B,C,B,B,B,B,D,B,B,B,A
INST007,22,2,D,B,C,A,A,C,D,B,D,C,A,D,A,A,C,A,C,C,B,0,D,B,D,C,B,C,A,B,C,A,A,D,C,B,D,D,B,B,C,B
INST007,27,2,D,B,D,B,B,A,D,C,D,A,B,D,A,B,B,A,A,A,D,D,B,C,B,B,B,A,C,A,D,B,D,B,C,C,B,A,C,A,A,D
INST007,32,2,A,A,B,B,A,B,D,D,A,B,D,D,A,D,A,B,C,C,B,A,C,B,B,B,B,B,C,C,A,C,A,D,C,A,C,C,0,A,D,C
INST007,37,2,A,B,A,D,B,B,C,C,C,A,A,D,C,C,B,B,B,A,C,B,D,D,D,A,D,A,B,B,C,A,D,C,C,A,B,A,B,B,C,C
INST007,42,2,D,B,A,D,0,B,B,C,D,B,D,A,A,D,B,C,C,B,D,B,D,B,A,C,D,C,B,D,C,A,C,D,C,A,D,D,C,C,D,B
INST007,47,2,D,C,B,D,A,C,A,B,D,C,D,A,C,C,A,C,A,D,B,B,B,A,D,C,A,C,C,A,D,D,A,D,C,B,A,C,C,A,0,B
INST007,52,2,D,C,C,B,A,A,D,B,D,A,B,A,A,C,B,C,A,B,B,A,C,A,D,A,A,A,C,D,C,A,D,D,A,A,A,A,A,C,D,D
INST007,57,2,D,C,D,B,B,B,B,B,D,B,B,A,D,A,A,D,B,D,B,A,D,A,D,A,A,C,D,A,D,A,D,D,C,C,D,B,B,C,A,D
INST007,62,2,D,B,A,D,B,D,C,B,B,A,D,C,B,C,B,C,A,D,A,D,B,B,B,A,A,B,D,A,A,D,C,A,C,C,B,B,B,C,C,A
INST007,67,2,D,B,A,A,A,B,D,B,C,C,D,A,A,B,B,C,C,B,B,C,C,B,B,A,C,B,B,C,B,C,C,D,C,B,D,C,C,B,C,C
INST007,72,2,D,B,C,A,D,B,B,C,C,C,B,D,D,C,B,B,C,D,B,D,C,A,D,D,B,D,B,C,C,A,A,D,C,B,D,D,B,C,C,B
INST007,77,2,D,D,C,B,B,D,D,D,A,C,B,D,B,C,A,D,C,B,A,B,C,A,B,B,C,A,D,C,A,C,C,D,C,A,D,D,B,C,A,B
INST007,82,2,D,D,C,B,C,A,B,C,B,B,A,C,D,B,B,D,A,D,B,D,B,C,A,D,A,C,C,A,B,A,A,C,A,B,C,A,B,A,D,D
INST007,87,2,D,D,B,A,B,B,D,C,D,C,D,A,A,B,B,C,C,D,A,B,A,B,A,B,D,A,A,B,C,A,D,A,C,C,D,C,B,A,D,A
INST008,5,2,D,C,B,D,B,A,B,B,C,A,D,A,C,D,B,D,C,B,B,B,B,A,D,C,A,C,C,B,D,A,D,D,D,D,A,D,B,B,A,B
INST009,5,2,D,B,A,C,A,B,C,C,C,A,0,B,B,A,0,C,B,B,A,B,C,C,D,B,0,B,B,C,A,B,C,D,A,A,A,B,A,C,D,D
INST010,5,2,D,B,A,C,A,0,B,C,B,A,D,A,A,A,B,C,A,A,A,A,C,B,D,B,C,C,D,D,D,C,A,D,D,D,A,C,A,C,D,A
INST011,5,2,D,B,C,B,D,D,D,A,C,D,A,A,C,C,B,D,D,B,D,B,C,B,B,D,B,A,C,D,A,A,D,A,C,D,B,C,A,C,A,A
INST011,10,2,D,C,C,A,C,D,D,B,B,C,D,D,A,B,B,C,C,D,B,D,0,B,B,A,A,D,D,B,C,B,B,B,D,D,D,A,B,D,C,D
INST012,5,2,D,C,B,C,B,B,C,B,A,D,B,A,B,A,B,B,C,B,B,B,C,D,D,B,C,A,C,D,D,A,D,D,D,D,C,C,B,D,C,A
INST003,4,2,C,A,B,D,A,0,A,B,A,C,A,A,B,A,A,D,C,B,C,A,C,A,D,A,0,C,A,D,A,A,D,D,0,0,0,C,A,D,D,A
INST003,9,2,C,A,B,C,A,0,A,C,B,C,A,C,A,A,B,C,C,D,B,B,C,A,D,A,A,C,A,D,A,A,D,D,A,A,C,C,A,A,A,A
INST003,14,2,D,C,B,C,A,0,C,B,B,C,C,D,0,D,B,C,0,B,B,C,C,A,B,C,B,C,D,D,A,A,D,D,0,A,D,C,A,A,A,0
INST003,19,2,D,A,B,A,B,0,C,C,0,0,D,D,0,A,D,C,C,B,A,B,C,A,A,A,0,A,D,C,A,A,A,D,0,0,0,C,A,C,0,0
INST003,24,2,D,B,C,C,A,C,B,C,B,C,B,D,C,B,B,C,C,D,B,B,C,A,0,B,A,B,A,A,D,A,A,B,D,A,A,B,A,0,A,C
INST003,29,2,D,D,C,C,0,0,C,0,C,B,D,B,B,A,0,0,A,B,B,0,0,0,0,0,0,0,D,B,C,B,A,D,0,A,D,0,D,C,D,B
INST003,34,2,C,A,B,D,A,0,B,0,C,C,A,A,0,A,A,D,C,B,A,B,C,A,A,A,0,0,A,0,A,A,D,A,A,0,C,C,A,A,A,A
INST003,39,2,D,D,B,B,A,0,C,C,C,C,B,B,D,C,A,A,C,D,D,B,C,A,A,A,B,D,A,D,D,A,D,D,B,A,C,C,C,C,A,A
INST003,44,2,D,C,A,C,A,0,A,C,B,C,B,D,C,C,B,C,C,D,B,C,C,A,D,C,A,A,A,B,C,B,A,C,B,A,A,C,B,A,D,D
INST003,49,2,D,B,A,A,A,0,C,C,D,C,C,D,C,D,A,A,A,B,B,A,B,C,B,A,C,C,A,C,C,D,0,0,0,0,0,0,0,0,0,0
INST003,54,2,D,B,A,B,B,0,D,C,A,A,C,A,D,D,B,C,C,B,C,D,C,A,D,C,C,C,A,D,A,A,C,D,D,A,C,A,A,D,A,A
INST003,59,2,C,C,A,D,D,0,D,D,A,D,B,A,C,D,B,A,A,D,D,B,D,A,A,A,B,B,A,B,C,A,B,A,B,B,A,A,D,B,C,B
INST003,64,2,D,C,C,A,D,D,D,A,C,B,D,B,C,B,A,D,B,B,C,A,D,A,B,A,0,C,0,B,C,A,C,D,0,A,B,D,0,0,A,D
INST003,69,2,D,C,A,C,A,C,B,A,D,C,D,A,D,C,A,B,C,B,C,D,B,C,B,D,C,A,D,D,B,A,D,A,A,A,D,B,A,C,D,B
INST003,79,2,D,C,B,C,B,0,B,A,B,A,A,D,D,D,B,C,C,A,B,C,C,B,B,A,A,A,B,B,B,B,A,B,A,B,B,C,B,A,B,A
INST003,84,2,D,C,0,C,A,0,D,C,C,A,B,D,A,D,B,0,0,0,D,A,C,D,B,B,C,B,D,D,D,C,B,D,C,C,C,C,A,C,A,D
INST003,89,2,C,B,C,A,D,B,B,B,D,A,C,A,C,C,C,A,C,A,B,B,C,C,A,D,B,C,B,A,D,A,D,B,C,A,D,A,B,A,B,B
INST003,94,2,D,B,B,D,B,0,B,B,C,C,A,C,A,A,A,D,C,C,B,A,D,D,B,C,C,D,B,A,C,D,B,D,C,B,A,C,C,C,D,B
INST003,99,2,D,A,A,B,B,0,C,D,B,C,D,A,D,D,C,C,C,B,B,B,C,C,A,0,B,C,B,A,D,A,D,B,C,A,D,A,B,A,B,B
INST003,104,2,D,D,B,A,B,C,A,0,0,A,D,A,D,D,B,C,C,D,A,D,C,C,B,A,A,B,B,C,C,D,B,D,D,B,D,B,B,C,D,D
INST003,108,2,D,B,B,C,D,0,C,A,C,C,D,D,A,C,B,C,A,B,C,D,C,A,C,A,C,D,A,D,C,D,D,D,D,C,C,A,C,B,B,D
INST003,111,2,D,C,B,A,B,C,B,C,B,D,D,B,D,C,B,D,C,D,B,B,D,C,B,A,B,C,D,C,B,A,D,C,B,B,0,A,C,B,B,D
INST003,112,2,D,B,B,C,D,0,D,D,C,C,D,B,C,A,B,A,A,D,B,D,C,A,D,A,C,A,A,A,A,A,B,D,D,A,A,C,B,C,D,A
INST003,119,2,C,D,C,D,D,D,C,C,A,C,A,C,A,C,B,C,C,D,C,A,C,B,C,D,B,A,A,D,D,B,B,D,C,A,D,C,C,A,B,A
INST003,121,2,D,C,B,A,B,0,D,C,C,C,A,C,B,D,A,D,B,D,B,D,D,C,D,A,C,D,B,D,D,A,D,A,D,A,B,C,B,B,C,A
INST003,122,2,D,D,B,A,C,B,D,C,C,C,D,D,B,B,B,D,B,D,B,B,D,C,B,A,C,C,A,B,D,0,D,A,C,A,D,A,B,A,B,B
INST003,140,2,D,C,B,A,D,0,D,B,C,B,D,D,A,D,0,D,0,D,C,A,D,0,D,0,0,0,0,A,A,A,D,D,D,0,B,C,0,C,0,B
INST003,145,2,D,C,B,A,B,0,C,A,C,A,A,C,B,B,B,C,C,D,B,C,B,A,B,A,C,A,B,B,C,A,A,B,A,B,C,D,B,C,B,B
INST003,146,2,D,B,B,C,D,0,C,A,C,C,D,0,A,A,B,C,A,C,C,B,C,A,C,A,C,0,A,D,C,A,D,B,D,C,C,A,B,D,A,B
INST005,4,2,D,A,A,B,B,0,0,A,C,0,A,D,A,0,B,C,C,D,D,0,0,A,A,D,0,0,D,0,B,0,D,0,0,A,B,0,B,C,A,0
INST005,14,2,D,A,0,B,C,0,C,0,A,C,0,B,A,D,C,A,C,0,B,B,C,0,B,0,0,C,0,C,A,0,C,B,0,A,D,C,B,0,B,0
INST005,19,2,D,0,B,D,B,0,A,0,B,0,0,D,C,A,B,C,C,D,A,A,C,A,B,0,D,A,A,D,C,B,D,D,A,0,B,B,0,C,A,B
INST005,24,2,D,A,A,0,0,0,B,0,0,0,0,B,B,0,A,C,C,0,A,0,C,A,D,0,0,0,D,0,0,0,0,D,0,0,C,0,0,0,0,0
