COD_INST,COD_ALUM,FORMA,S2_012,S2_017,S2_021,S2_022,S2_026,S2_027,S2_038,S2_041,S2_045,S2_048,S2_085,S2_088,S2_092,S2_052,S2_098,S2_072,S2_075,S2_057,S2_064,S2_080,S2_001,S2_002,S2_007,S2_009,S2_016,S2_028,S2_031,S2_035,S2_039,S2_065,S2_056,S2_042,S2_046,S2_074,S2_082,S2_076,S2_097,S2_087,S2_092,S2_070
INST006,41,5,C,A,A,A,C,B,D,A,A,C,A,B,D,C,D,B,A,B,A,C,D,C,D,C,A,B,A,D,A,D,A,C,A,A,C,D,A,D,D,B
INST006,46,5,D,B,D,A,D,D,B,A,C,X,B,X,D,A,X,B,A,A,A,B,B,X,D,X,A,C,B,D,B,D,A,C,C,D,C,C,D,B,D,A
INST007,5,5,B,A,B,D,D,B,X,A,A,D,D,B,A,A,B,A,D,A,B,A,D,C,A,B,B,A,A,D,D,B,B,B,C,B,X,C,B,B,D,D
INST007,10,5,C,B,D,B,C,B,B,C,B,C,B,A,C,A,B,C,D,A,B,B,B,C,D,B,C,A,D,D,B,C,D,B,A,B,B,B,C,A,D,C
INST007,15,5,C,A,D,B,C,A,C,A,A,C,D,B,A,A,A,B,A,B,A,C,B,D,A,C,B,A,A,C,B,B,A,B,C,D,C,C,D,D,A,C
INST007,20,5,D,B,D,A,A,B,C,A,B,C,B,B,C,C,A,A,C,C,A,C,A,D,B,B,C,C,B,C,A,C,A,D,D,C,A,C,C,D,C,A
INST007,25,5,C,C,C,A,C,C,A,A,B,D,C,D,D,D,C,A,C,D,A,C,C,D,C,C,A,B,A,D,B,A,B,B,C,B,C,C,B,B,B,B
INST007,30,5,A,D,C,A,C,C,D,A,B,D,C,C,A,D,C,B,A,A,A,D,A,B,B,C,B,B,D,D,B,A,A,C,C,A,C,A,B,D,C,B
INST007,35,5,A,D,D,A,A,A,C,A,A,C,D,A,D,A,B,A,D,B,D,A,C,A,D,A,X,A,A,A,C,A,B,C,D,C,B,D,D,C,B,C
INST007,40,5,A,C,B,A,D,B,B,A,B,B,B,A,C,B,D,D,D,B,B,D,C,A,D,A,C,C,A,C,B,C,B,A,C,C,C,D,D,A,B,A
INST007,45,5,D,A,A,A,B,C,D,B,D,X,B,D,X,B,X,A,X,C,X,C,D,A,A,B,A,C,A,X,X,B,A,D,D,A,C,X,X,X,X,X
INST007,50,5,C,D,A,B,D,D,D,A,A,C,D,B,D,A,B,B,C,C,B,C,A,C,A,C,D,B,A,B,C,C,D,C,D,D,D,C,B,B,D,D
INST007,55,5,B,C,A,A,C,C,A,A,B,D,D,B,D,A,A,B,D,C,B,B,A,D,D,B,A,B,A,C,B,C,D,B,C,B,A,A,C,A,B,C
INST007,60,5,B,C,B,B,C,C,A,A,B,D,D,B,D,B,A,B,D,C,B,B,A,D,D,B,A,B,A,C,X,D,A,C,X,X,X,X,X,X,X,X
INST007,65,5,A,B,A,C,B,D,C,C,B,D,A,C,D,A,C,A,B,A,B,C,A,A,D,C,B,C,D,D,B,B,C,B,C,B,A,D,B,A,C,A
INST007,70,5,C,D,C,D,C,B,B,A,B,C,D,D,C,D,C,B,A,D,D,C,A,D,C,B,D,B,A,A,B,D,A,C,A,C,C,B,D,A,C,C
INST007,75,5,A,A,D,D,D,C,C,A,C,C,B,C,D,C,C,B,B,B,A,B,D,D,A,B,B,A,A,D,B,A,C,B,A,A,D,A,A,D,D,B
INST007,80,5,A,C,B,A,D,C,D,A,A,C,B,C,C,D,A,B,C,B,C,D,D,B,A,C,A,A,A,D,B,B,A,B,B,D,A,A,D,B,B,B
INST007,85,5,B,B,D,A,C,A,A,A,A,C,B,C,A,B,B,A,D,A,A,C,D,D,D,B,D,B,D,D,D,B,D,B,C,B,B,B,C,C,A,A
INST007,90,5,A,C,D,B,C,B,C,B,B,C,D,D,D,A,B,B,C,C,B,C,A,B,C,D,C,C,B,C,B,C,C,A,C,B,C,A,B,D,B,D
INST008,3,5,A,B,A,C,A,B,B,D,B,C,B,D,A,A,A,B,C,B,A,C,B,A,D,B,D,B,A,D,B,B,A,B,C,D,C,B,D,D,A,A
INST008,8,5,C,D,D,B,C,D,D,A,A,D,B,C,D,C,D,B,D,C,B,A,C,C,C,B,A,A,A,C,C,C,D,C,B,A,C,A,B,A,C,C
INST009,3,5,A,B,D,C,B,D,A,A,A,B,A,C,B,A,A,B,C,C,A,C,D,X,C,D,D,B,A,D,B,B,A,X,C,C,D,A,D,B,B,B
INST010,3,5,A,B,A,A,A,D,B,X,D,X,X,X,X,A,C,B,C,A,A,D,A,D,A,D,B,A,X,D,X,A,C,C,B,D,X,X,X,X,X,D
INST010,8,5,D,B,D,C,C,D,X,C,X,X,A,C,X,B,D,B,A,C,A,B,B,A,A,B,C,B,A,D,B,X,A,A,D,B,A,C,D,D,X,B
INST011,3,5,A,B,D,B,X,D,X,X,C,X,A,C,B,A,X,B,X,C,A,B,A,A,D,A,A,C,A,C,A,X,A,A,C,B,C,A,D,A,B,X
INST011,8,5,D,B,D,B,X,X,D,D,X,X,A,C,A,X,X,B,C,C,A,X,D,A,X,B,D,X,A,D,B,X,A,C,X,C,C,X,X,X,X,X
INST011,13,5,D,A,A,C,C,B,D,A,C,D,A,D,C,A,A,B,A,C,A,B,C,C,B,B,A,B,A,D,A,A,A,C,B,C,B,A,A,D,B,C
INST012,3,5,D,D,D,D,C,X,X,A,A,C,B,C,D,D,A,B,X,C,D,B,D,B,D,D,B,C,A,D,D,A,B,C,A,A,C,C,D,D,D,C
INST003,2,5,A,D,A,D,D,A,B,C,B,X,B,C,X,D,X,X,X,A,X,D,X,D,C,A,A,C,A,C,B,A,A,D,B,D,X,A,D,A,D,B
INST003,7,5,A,A,C,C,C,A,B,X,X,C,B,B,D,D,X,X,X,X,X,X,X,X,D,X,D,C,C,C,X,X,X,D,X,X,A,X,X,X,D,X
INST003,12,5,A,A,A,C,C,C,C,C,C,X,B,D,B,A,D,A,X,B,A,D,B,C,B,D,D,X,A,C,C,B,A,D,D,X,A,A,A,A,X,C
INST003,17,5,D,A,A,B,C,D,A,A,B,C,A,D,B,B,D,B,B,C,A,B,D,A,D,B,A,C,A,C,B,B,A,C,B,A,B,A,D,B,B,D
INST003,22,5,D,B,D,A,B,X,D,B,B,X,B,C,A,C,A,B,A,C,A,X,B,D,D,A,A,A,A,C,X,X,A,C,C,A,A,C,B,D,A,X
INST003,27,5,D,B,C,B,B,C,A,A,B,X,B,A,B,X,A,A,B,C,X,X,B,C,X,A,C,C,A,D,C,B,X,C,C,X,X,A,A,B,B,C
INST003,32,5,X,X,D,X,X,A,X,C,B,D,B,D,D,D,A,B,D,B,A,B,B,C,C,B,C,B,C,B,A,A,B,X,X,X,X,X,X,X,X,X
INST003,37,5,A,A,C,B,D,B,D,A,A,A,C,D,C,B,A,A,A,A,A,A,B,A,D,D,D,D,A,D,C,A,B,A,C,A,C,D,B,A,A,C
INST003,42,5,D,A,D,A,C,D,D,A,A,C,A,D,B,X,D,B,B,C,A,B,A,D,D,A,C,A,A,C,B,B,A,C,B,A,C,A,D,B,B,D
INST003,47,5,X,X,C,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,A,B,C,A,C,X,X,A,D,B,D,B,B,B,X,X,X
INST003,52,5,C,A,B,B,C,A,B,A,C,C,B,B,D,C,A,D,B,A,A,B,B,A,C,A,C,C,A,D,B,C,B,B,D,A,C,B,D,B,D,C
INST003,57,5,C,B,A,A,C,B,D,A,C,C,B,C,C,D,A,A,C,A,B,B,B,C,D,B,A,A,A,C,B,D,A,B,D,A,C,A,D,B,C,A
INST003,62,5,A,D,D,A,C,B,D,B,C,C,B,C,C,C,A,A,C,A,A,D,D,B,A,B,D,B,A,D,B,C,A,B,A,B,C,A,D,A,C,C
INST003,67,5,C,A,A,B,A,A,C,A,C,D,A,C,B,B,A,D,B,A,C,B,B,B,D,A,D,A,D,D,C,C,B,A,B,B,A,B,B,A,B,A
INST003,72,5,C,A,A,B,C,D,D,C,C,C,B,D,D,B,A,A,B,D,B,D,B,X,C,C,C,C,A,D,B,C,A,C,C,B,X,X,X,X,X,X
INST003,77,5,D,A,A,A,A,B,B,X,A,C,B,B,X,A,A,B,B,A,A,C,A,A,D,A,C,B,A,C,B,D,A,A,B,A,X,D,A,X,X,X
INST003,82,5,A,D,C,D,C,B,B,A,C,D,B,D,B,C,C,B,C,D,B,A,B,C,C,A,A,B,A,C,B,B,A,B,C,B,D,A,A,D,B,B
INST003,87,5,D,D,C,B,C,A,C,A,B,X,B,D,X,B,C,A,C,A,A,A,D,D,D,A,B,B,A,D,A,D,A,C,C,A,B,C,D,X,X,X
INST003,92,5,D,D,A,C,C,B,B,A,C,X,B,D,B,X,A,B,C,C,A,C,D,D,D,A,B,B,A,D,B,C,A,C,C,A,A,B,X,B,B,X
INST003,97,5,A,D,B,B,C,B,A,C,A,A,B,C,D,D,A,A,C,A,B,D,B,C,B,A,D,B,B,A,A,B,D,A,D,B,A,C,B,C,X,B
INST003,126,5,C,B,A,A,A,C,B,D,A,C,A,C,B,B,A,B,D,A,D,D,C,A,D,C,B,A,B,D,B,C,C,C,C,B,B,A,A,A,B,D
INST003,128,5,C,D,A,B,B,X,C,A,A,B,A,B,A,C,A,B,A,A,B,A,C,B,D,C,A,B,A,D,X,C,X,B,B,C,B,B,X,X,A,B
INST003,129,5,C,D,B,A,C,C,C,X,B,D,C,X,X,D,A,A,C,A,A,B,B,B,A,C,B,A,A,D,X,C,C,C,C,B,C,A,A,A,A,A
INST003,137,5,D,A,D,A,C,B,C,D,A,B,A,C,B,C,A,D,B,A,A,A,D,C,A,B,A,B,A,D,C,C,C,A,D,C,B,A,B,D,D,B
INST003,138,5,C,A,C,B,B,C,B,C,A,D,X,C,D,D,X,X,X,A,A,X,B,X,X,X,X,D,A,D,X,C,X,X,C,C,B,X,B,X,D,X
INST003,139,5,D,A,D,B,C,A,D,C,D,X,A,B,D,C,A,A,B,A,A,B,D,A,D,A,B,A,A,D,B,X,C,C,A,A,C,D,C,B,C,A
INST003,142,5,A,D,B,B,C,B,C,B,D,C,B,D,B,D,C,B,B,C,A,B,C,A,A,B,B,A,A,D,C,A,C,D,B,B,B,A,A,D,C,B
INST003,149,5,B,B,C,A,C,B,D,A,C,D,C,B,D,B,A,B,D,C,B,B,B,B,D,C,D,B,A,D,B,C,C,D,A,C,D,A,B,D,D,C
INST005,2,5,A,C,C,A,B,C,X,B,B,X,A,C,X,A,X,A,D,A,A,B,A,B,D,B,D,B,A,B,B,C,C,C,C,D,D,C,A,D,X,X
INST005,7,5,A,C,A,D,D,X,X,A,B,X,A,A,D,A,A,A,X,A,A,A,B,D,D,B,D,A,A,D,X,C,X,C,A,X,D,B,A,A,D,X
INST005,12,5,C,B,D,A,C,D,X,A,B,X,C,D,A,X,A,A,C,C,A,B,D,C,D,B,C,B,A,D,D,C,A,C,B,C,D,A,A,D,A,D
INST005,17,5,D,X,D,A,X,X,X,A,B,X,A,A,A,X,X,X,A,X,B,C,B,B,D,D,D,C,A,D,X,A,X,C,A,A,C,A,A,X,B,C
INST005,22,5,D,D,D,C,X,D,B,C,C,C,B,D,A,A,C,B,A,A,A,C,X,D,A,A,C,A,A,A,X,X,A,C,C,B,C,X,X,X,X,X
