COD_INST,COD_ALUM,FORMA,S1_011,S1_012,S1_013,S1_014,S1_015,S1_016,S1_017,S1_018,S1_019,S1_020,S1_036,S1_037,S1_038,S1_039,S1_040,S1_041,S1_042,S1_043,S1_044,S1_045,S1_051,S1_052,S1_053,S1_054,S1_055,S1_061,S1_062,S1_063,S1_064,S1_065,S1_081,S1_082,S1_083,S1_084,S1_085,S1_096,S1_097,S1_098,S1_099,S1_100
INST007,53,3,B,D,C,C,A,C,D,C,A,D,C,A,C,C,B,C,A,D,A,A,A,A,B,D,A,A,B,A,C,D,A,B,A,X,A,X,X,X,X,X
INST007,58,3,B,D,D,D,A,C,D,C,A,D,C,C,C,A,B,B,B,D,A,B,A,A,C,A,C,D,B,C,X,B,B,D,A,C,A,D,C,B,B,C
INST007,63,3,B,D,A,D,A,C,D,C,A,D,C,A,B,B,B,C,A,C,C,C,A,B,C,D,A,A,B,C,C,A,A,A,A,B,A,C,C,A,B,C
INST007,68,3,D,D,C,D,B,C,D,B,A,A,C,C,D,A,B,C,B,D,D,C,A,C,B,C,D,B,D,B,C,C,B,A,A,B,A,C,A,C,B,B
INST007,73,3,B,D,C,C,A,C,D,C,A,D,C,C,B,C,B,A,D,C,C,A,A,A,B,B,A,A,B,C,A,A,B,A,A,A,A,C,D,A,A,A
INST007,78,3,B,D,D,C,A,C,D,C,A,D,C,B,A,A,B,A,B,D,B,A,A,A,B,C,A,A,B,D,C,D,A,A,C,B,B,C,B,B,D,C
INST007,83,3,B,D,C,C,B,C,D,C,A,D,C,C,D,D,D,A,A,B,C,A,A,D,D,D,A,A,B,A,C,D,C,A,A,A,A,C,C,A,D,D
INST007,88,3,B,C,A,C,A,C,D,C,A,D,C,C,D,C,D,B,A,D,C,B,A,A,B,B,A,D,D,A,D,D,D,A,A,A,A,C,D,A,D,A
INST008,3,3,B,D,C,D,B,C,D,C,A,D,C,A,X,A,B,B,D,C,C,C,A,D,D,D,C,C,B,A,C,D,B,A,A,A,B,C,C,A,D,A
INST008,8,3,B,D,D,D,A,C,D,C,A,D,C,B,B,A,B,B,A,D,A,A,A,A,B,C,A,C,B,D,D,D,A,A,A,A,B,C,D,A,D,A
INST009,3,3,B,D,D,A,A,C,B,C,A,D,C,C,C,C,D,A,C,B,B,D,A,A,B,B,B,A,B,A,A,D,D,A,A,A,A,C,D,B,B,C
INST010,3,3,B,D,C,C,B,C,B,C,A,A,C,D,D,A,D,C,B,D,X,X,A,A,A,B,D,A,B,D,A,D,C,C,A,A,C,D,B,A,C,C
INST010,8,3,B,D,C,C,B,C,D,D,A,D,C,B,D,D,B,C,A,B,B,D,A,A,B,B,A,A,B,A,B,D,A,A,A,A,A,C,A,B,A,B
INST011,3,3,B,D,C,C,A,C,D,C,A,D,C,A,D,C,B,C,A,B,A,B,A,A,B,A,A,A,B,A,B,D,A,A,A,A,A,C,A,B,A,B
INST011,8,3,B,D,C,C,A,C,D,D,A,D,C,D,B,D,B,C,A,D,B,B,A,A,B,D,A,A,B,A,A,D,A,A,A,A,A,C,D,A,A,B
INST011,13,3,A,D,A,C,A,B,D,C,A,D,C,A,A,C,D,B,A,A,D,A,A,A,B,B,C,A,D,D,C,D,C,A,A,A,A,C,B,B,D,B
INST012,3,3,B,C,D,A,A,C,D,C,A,D,C,D,D,C,B,B,A,C,A,B,A,A,B,A,A,A,B,A,A,D,B,A,A,A,A,C,A,B,A,C
INST003,5,3,B,D,C,A,A,C,D,C,A,D,C,D,B,D,B,C,A,B,B,B,A,A,D,B,A,A,B,D,A,D,A,A,A,A,A,C,D,A,A,C
INST003,10,3,A,D,C,D,C,C,D,C,A,D,C,A,A,B,B,B,A,C,D,A,A,D,C,D,A,A,B,C,C,A,D,A,A,A,A,C,A,B,A,C
INST003,15,3,B,D,C,C,A,C,D,D,A,D,C,D,D,D,B,C,A,D,A,A,A,A,A,B,A,D,B,D,B,D,A,A,A,A,A,C,D,A,A,B
INST003,20,3,A,C,C,C,X,C,D,D,A,D,C,C,A,A,B,X,X,X,X,X,A,A,D,D,B,X,X,X,X,B,B,A,A,A,A,C,D,X,X,A
INST003,25,3,B,D,D,C,A,C,D,C,A,D,C,B,A,D,B,C,C,D,A,C,A,A,A,D,D,C,A,D,B,B,A,A,A,A,A,C,D,A,B,C
INST003,30,3,B,D,D,A,A,C,D,A,A,A,C,B,D,A,C,C,A,B,B,A,A,D,C,B,A,A,B,D,A,B,A,A,A,A,A,C,D,A,D,C
INST003,35,3,B,C,D,C,B,C,D,C,A,D,C,B,C,A,D,C,C,C,B,B,A,D,B,B,A,C,B,D,D,D,A,A,A,A,A,C,D,A,A,B
INST003,40,3,B,C,C,C,B,C,D,C,A,D,D,B,C,B,B,A,C,B,A,D,B,A,D,D,D,A,B,A,C,D,D,A,A,A,D,C,B,A,C,A
INST003,45,3,A,C,C,C,A,C,B,B,A,D,C,A,A,B,A,A,A,B,A,A,A,C,D,D,B,A,C,C,A,D,C,A,C,A,A,C,D,A,A,C
INST003,50,3,B,A,C,C,C,C,C,C,A,B,B,B,A,A,B,B,A,C,B,B,A,B,B,D,B,A,D,D,A,D,C,A,A,B,C,C,B,A,A,C
INST003,55,3,B,A,A,A,B,D,C,C,A,D,C,A,A,D,B,A,A,D,A,C,B,D,A,D,C,A,B,C,A,C,C,A,C,A,A,A,C,A,D,C
INST003,60,3,B,D,C,C,C,C,D,A,A,D,C,C,C,C,B,A,C,C,A,A,A,C,B,C,A,C,D,D,D,D,B,B,A,A,C,A,D,B,A,C
INST003,65,3,B,D,C,C,C,C,B,A,A,D,C,C,B,D,B,C,C,C,C,C,A,C,B,B,C,A,B,D,D,D,A,D,A,A,B,C,B,B,B,C
INST003,70,3,A,B,C,C,B,B,B,D,A,D,C,B,D,C,D,C,A,D,C,B,B,B,C,D,B,D,B,C,A,D,D,D,A,A,A,C,A,B,C,C
INST003,75,3,B,D,C,C,A,C,D,A,A,D,C,B,B,B,B,A,D,C,B,B,A,A,B,C,D,A,B,A,A,D,A,A,A,A,A,C,D,A,A,B
INST003,80,3,B,D,C,C,B,C,D,C,A,A,C,B,A,A,B,B,A,C,A,C,A,D,A,A,B,A,B,C,A,D,A,A,A,A,B,C,D,B,A,C
INST003,85,3,A,C,C,D,A,C,B,C,A,D,C,A,B,C,B,B,A,C,A,A,A,A,B,C,D,A,B,A,D,D,B,B,A,A,C,A,D,B,A,D
INST003,90,3,B,D,C,C,A,C,D,D,A,D,C,B,A,A,B,C,A,B,C,A,A,A,B,B,C,A,B,A,A,D,A,A,A,A,A,C,D,A,D,C
INST003,95,3,B,D,C,C,A,C,D,C,A,D,C,B,B,A,B,C,A,B,A,A,B,D,B,C,B,A,B,D,A,D,C,A,A,A,A,C,A,B,A,C
INST003,101,3,B,C,C,C,A,C,B,C,A,A,C,D,D,A,B,C,A,B,B,B,B,B,A,B,C,A,B,D,B,D,A,B,C,A,A,C,B,A,D,C
INST003,103,3,B,C,C,A,B,C,C,C,A,D,C,C,D,A,C,A,D,D,B,A,A,C,B,D,C,A,D,A,D,D,D,A,A,A,A,C,B,A,D,C
INST003,105,3,C,D,C,X,B,C,C,C,A,D,C,B,B,C,D,B,A,C,A,B,A,B,A,A,B,A,D,A,X,B,A,A,A,C,C,C,A,D,B,C
INST003,109,3,B,C,C,C,B,C,D,C,A,D,C,D,B,X,B,C,A,B,A,A,A,A,A,B,A,A,B,A,A,D,A,A,A,A,A,A,A,B,A,A
INST003,114,3,A,D,B,C,B,C,C,A,B,B,C,A,B,B,D,B,A,D,A,C,A,A,D,A,A,B,D,C,C,B,A,D,C,A,B,C,B,D,A,D
INST003,120,3,A,C,D,D,A,D,D,C,A,D,B,B,D,B,B,A,C,B,B,C,A,B,C,C,B,A,B,A,A,B,D,A,A,A,B,C,B,C,C,C
INST003,123,3,C,X,C,A,D,C,D,C,A,D,C,A,C,A,B,B,B,B,A,A,A,B,D,A,B,A,B,C,C,C,B,B,C,A,B,X,X,X,X,X
INST003,127,3,B,D,A,A,A,C,D,C,A,C,C,A,C,C,D,A,A,D,A,A,A,B,A,B,A,A,B,D,A,A,B,A,B,D,B,C,C,C,C,A
INST003,141,3,B,D,D,C,A,C,D,C,A,D,C,A,D,A,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,D,A,A,A,A,A,C,D,B,B,C
INST003,144,3,B,D,C,C,B,C,D,A,X,D,C,D,C,D,B,A,A,B,A,D,C,X,B,D,C,B,D,C,C,X,A,B,C,B,B,B,C,C,C,D
INST005,5,3,B,D,C,C,A,C,D,C,A,D,C,C,A,A,B,C,A,B,D,A,A,A,B,B,A,B,B,A,C,D,A,A,A,A,A,C,D,A,B,C
INST005,10,3,D,D,C,A,B,C,D,C,A,D,C,B,B,C,D,C,A,B,B,B,A,C,B,B,C,A,B,A,B,D,A,A,A,A,A,C,D,B,A,A
INST005,15,3,B,D,C,C,A,C,D,D,A,D,C,D,A,C,D,C,A,D,B,B,A,A,A,A,A,A,X,A,B,D,A,A,A,A,A,C,B,B,A,B
INST005,20,3,B,D,C,C,A,C,D,B,A,D,C,B,A,C,B,B,A,C,A,A,A,A,B,B,A,A,B,A,B,D,B,A,A,A,A,A,B,B,A,C
INST005,25,3,B,C,C,C,C,C,D,C,A,D,C,D,A,D,B,C,A,D,B,B,A,A,B,B,A,A,B,A,B,D,A,A,A,A,A,C,C,B,B,B
