COD_INST,COD_ALUM,FORMA,S3_003,S3_006,S3_008,S3_011,S3_015,S3_023,S3_025,S3_029,S3_034,S3_045,S3_049,S3_061,S3_063,S3_067,S3_072,S3_074,S3_079,S3_085,S3_089,S3_097,S3_002,S3_010,S3_018,S3_020,S3_027,S3_032,S3_037,S3_040,S3_042,S3_051,S3_053,S3_055,S3_059,S3_062,S3_069,S3_076,S3_082,S3_087,S3_093,S3_099
INST006,18,2,B,D,B,D,C,A,D,D,C,D,C,B,B,D,B,B,A,D,D,B,C,D,C,D,D,B,A,D,C,D,D,C,C,B,C,A,C,D,D,C
INST006,23,2,B,D,A,D,C,B,D,A,C,D,C,B,B,A,D,C,B,D,D,B,C,C,C,B,D,B,A,D,A,D,A,C,C,C,C,A,C,D,D,C
INST006,28,2,D,D,C,B,C,A,C,B,C,D,C,B,D,D,D,C,A,C,D,B,C,B,C,B,D,B,A,A,B,D,A,C,C,A,A,A,C,B,D,C
INST006,33,2,B,D,C,D,C,A,A,B,D,D,C,B,A,A,D,B,A,A,A,B,C,C,C,B,D,B,A,A,C,D,A,A,C,A,A,A,D,D,D,B
INST006,38,2,B,D,C,D,B,C,C,D,C,D,C,A,B,C,D,B,A,B,B,B,C,B,C,C,D,B,C,A,C,C,D,B,C,B,A,B,B,B,D,C
INST006,43,2,B,D,A,A,D,B,C,D,C,D,C,B,D,A,D,B,A,D,C,B,C,C,D,D,D,B,A,D,C,D,A,C,C,A,A,A,C,A,C,B
INST006,48,2,B,D,C,A,C,A,C,D,C,D,C,B,C,A,D,B,A,B,D,B,C,A,C,B,D,A,A,A,C,D,C,0,C,A,A,A,C,B,D,C
INST007,2,2,A,C,C,A,A,A,A,D,C,B,B,A,A,C,D,B,C,B,A,B,B,A,B,D,D,A,D,A,B,A,B,A,A,A,A,A,C,A,A,C
INST007,7,2,B,D,C,B,D,A,B,A,D,D,C,C,B,A,C,C,C,C,C,B,A,B,C,A,D,B,B,C,B,D,C,B,C,C,A,D,B,A,C,B
INST007,12,2,B,D,C,A,C,C,B,A,A,A,C,B,B,D,C,C,C,B,D,B,C,C,A,D,D,B,A,B,B,C,A,D,A,B,C,A,D,D,A,C
INST007,17,2,D,D,C,C,C,B,B,D,A,B,C,B,B,D,A,C,C,B,A,D,D,B,C,D,A,B,A,A,A,C,C,A,C,B,C,A,D,C,B,C
INST007,22,2,D,D,C,B,C,A,A,A,A,C,C,C,D,D,D,B,C,D,C,C,A,B,C,B,D,D,A,D,B,B,D,A,D,A,A,A,C,B,D,C
INST007,27,2,B,D,C,D,C,A,D,A,A,D,D,C,B,A,B,D,D,D,B,B,D,C,C,D,D,D,D,C,B,C,A,B,A,C,D,B,A,C,A,C
INST007,32,2,C,C,C,D,C,A,A,D,C,D,B,C,A,C,A,B,D,B,B,A,A,A,A,C,C,D,B,C,A,C,C,D,B,B,B,A,C,B,D,C
INST007,37,2,C,D,A,B,D,D,D,A,D,D,C,A,D,A,A,B,A,D,D,B,A,B,B,C,D,B,A,A,C,D,D,D,C,B,A,A,D,D,D,C
INST007,42,2,C,B,B,A,C,A,C,D,D,D,C,B,D,A,B,C,A,A,D,B,C,B,B,D,B,A,A,B,D,A,C,C,C,A,D,B,C,B,A,B
INST007,47,2,C,C,D,A,B,A,A,A,A,A,D,D,B,B,D,A,A,B,B,D,A,B,D,D,D,B,D,A,D,B,C,C,C,D,A,A,D,B,D,C
INST007,52,2,B,D,C,C,C,A,C,A,C,A,C,B,A,A,D,B,D,B,C,B,C,C,B,D,B,B,A,A,A,D,D,C,C,A,A,A,A,B,D,C
INST007,57,2,B,D,B,C,C,B,A,D,A,A,C,B,A,D,A,C,A,A,C,C,D,B,B,B,D,B,A,D,B,A,A,C,C,A,A,A,C,B,D,C
INST007,62,2,B,D,D,A,C,A,D,A,A,D,D,B,A,D,D,C,A,A,C,B,A,A,B,B,D,B,A,A,B,D,C,C,C,D,A,B,D,B,D,C
INST007,67,2,B,D,D,D,D,C,B,D,D,A,D,B,A,D,D,B,B,B,C,B,D,C,D,D,D,D,A,D,B,D,A,C,C,B,A,C,A,D,C,C
INST007,72,2,B,D,C,D,C,B,A,A,C,B,C,B,B,A,D,C,A,C,D,D,C,C,D,D,D,B,A,A,B,D,D,C,C,D,A,B,D,A,A,B
INST007,77,2,C,D,B,D,D,A,C,B,C,A,D,A,A,A,C,B,D,A,B,B,C,A,B,D,D,B,C,A,C,D,D,B,C,A,C,B,A,D,C,B
INST007,82,2,D,A,C,0,C,A,B,A,C,D,C,B,A,A,A,D,D,B,C,D,D,C,B,C,B,D,B,B,B,D,D,A,C,B,C,A,D,C,B,D
INST007,87,2,B,D,B,D,C,A,A,A,B,D,C,C,A,A,A,C,A,B,B,B,C,B,C,B,D,B,A,A,C,B,C,A,A,B,A,D,A,D,D,A
INST008,1,2,D,D,C,C,D,A,D,B,C,D,C,B,A,D,B,B,A,B,A,B,C,C,C,D,D,A,C,B,B,B,D,C,C,A,A,A,C,D,D,C
INST008,6,2,B,D,C,D,C,A,C,B,C,B,D,B,A,C,C,C,A,B,C,B,C,C,C,B,D,B,A,B,A,D,D,A,C,C,A,C,B,B,D,C
INST009,1,2,D,D,D,D,C,A,D,D,C,D,C,B,B,A,C,A,A,A,D,C,C,D,C,D,D,B,A,D,0,D,D,A,C,A,C,B,C,D,B,C
INST009,6,2,B,D,B,A,D,B,A,A,C,D,D,B,B,D,A,C,A,A,A,B,C,B,B,C,D,A,A,A,B,D,D,C,C,B,C,A,D,A,C,B
INST010,1,2,B,B,C,D,C,A,C,D,C,D,C,B,A,A,B,C,A,B,D,B,C,B,0,D,D,B,A,D,C,B,A,0,C,A,A,A,A,B,D,C
INST010,6,2,B,D,B,A,D,B,A,A,D,B,C,A,B,D,A,D,A,D,B,B,C,B,C,D,D,B,A,A,B,B,A,A,C,A,C,B,A,D,A,B
INST011,1,2,B,D,C,A,C,D,A,A,C,D,D,B,B,B,D,C,B,B,D,0,A,C,C,D,D,B,A,D,D,D,C,B,C,D,A,A,D,D,D,C
INST011,6,2,B,A,B,A,C,A,A,A,C,D,D,A,B,A,A,C,B,B,A,B,D,A,C,D,D,B,C,D,B,A,C,A,C,D,A,D,C,A,D,C
INST012,1,2,B,D,C,C,C,A,D,A,C,A,C,B,D,C,D,C,A,B,B,B,C,B,C,B,D,B,A,C,A,A,D,A,D,D,A,C,C,B,D,C
INST003,4,2,B,D,C,A,C,A,D,A,A,D,C,B,A,C,A,C,A,B,D,B,C,A,C,D,D,A,A,D,D,D,C,A,C,D,A,B,C,D,D,D
INST003,9,2,B,D,C,A,C,A,C,A,C,D,C,B,B,D,B,C,A,D,C,B,C,B,D,B,D,A,A,B,C,B,D,C,C,A,B,A,D,D,D,A
INST003,14,2,B,D,C,D,D,B,C,A,C,D,C,C,B,A,D,C,B,B,C,D,C,D,C,D,D,A,A,D,A,A,A,B,B,A,A,B,B,B,D,B
INST003,19,2,D,D,B,D,D,A,A,A,C,D,C,C,A,A,D,B,A,D,C,B,C,A,C,D,D,A,A,D,B,D,C,A,C,A,A,A,C,D,D,D
INST003,24,2,D,D,C,C,C,A,A,A,A,D,D,A,B,A,A,A,C,B,A,B,B,B,C,D,D,A,A,A,A,A,D,C,A,C,A,A,B,A,D,C
INST003,29,2,B,D,B,0,D,B,A,A,C,D,C,B,D,0,C,C,A,B,D,C,C,B,C,D,C,A,C,D,D,D,A,A,C,A,A,A,A,D,D,C
INST003,34,2,C,B,C,B,B,A,B,A,C,D,C,B,A,C,D,C,A,D,D,C,C,B,0,0,D,B,D,A,C,B,D,C,C,A,A,A,A,D,C,B
INST003,39,2,D,D,C,A,C,A,D,A,C,A,C,B,B,D,A,D,A,D,B,D,C,C,C,D,D,B,A,A,A,A,D,C,C,A,A,A,C,D,D,B
INST003,44,2,B,D,C,D,D,B,C,A,C,D,C,C,B,A,D,C,A,C,B,B,C,D,C,D,D,A,A,D,A,A,A,B,C,A,A,B,C,B,D,B
INST003,49,2,D,D,C,A,C,A,D,D,C,B,D,B,D,D,C,B,A,B,A,B,C,B,D,D,D,A,A,A,B,B,D,A,C,A,A,A,B,D,C,B
INST003,54,2,D,D,C,B,C,A,C,D,C,D,C,B,B,C,D,B,A,C,D,B,C,B,B,0,D,A,A,D,C,D,A,A,C,D,C,A,B,D,D,B
INST003,59,2,D,D,C,A,B,C,A,B,D,A,B,C,B,A,A,C,B,B,A,B,D,C,C,C,D,D,A,A,B,D,D,C,C,C,A,C,D,D,D,C
INST003,64,2,D,D,A,D,C,A,A,A,C,A,D,C,A,D,B,C,A,B,C,B,D,A,C,B,D,A,C,A,D,D,C,A,A,A,A,D,B,C,C,C
INST003,69,2,B,D,C,D,C,A,B,A,A,D,D,C,A,D,B,C,B,D,D,B,C,C,C,D,D,A,A,B,D,C,A,C,A,A,A,0,0,B,A,C
INST003,79,2,C,D,D,D,C,A,C,D,A,A,C,B,D,A,A,B,B,B,B,D,A,D,A,B,D,B,C,D,C,D,A,B,C,A,A,B,C,A,A,B
INST003,84,2,B,D,B,D,D,A,A,A,C,D,C,D,B,A,B,D,A,A,A,B,A,C,C,B,D,A,A,A,C,D,D,C,C,A,A,A,A,D,C,C
INST003,89,2,B,D,C,C,C,A,A,D,C,D,C,A,B,D,A,D,B,A,C,B,C,C,C,D,C,B,D,A,A,D,C,D,A,A,D,C,A,B,B,B
INST003,94,2,C,D,A,C,C,A,D,A,A,D,D,A,B,A,A,C,B,C,A,B,A,A,C,C,D,A,C,A,D,D,A,D,D,A,A,D,D,B,D,A
INST003,99,2,A,D,C,B,A,D,B,B,A,D,D,D,B,A,A,C,A,A,C,B,D,A,C,B,D,B,C,A,C,D,D,B,A,A,A,B,C,B,D,A
INST003,104,2,D,D,C,A,C,B,D,A,C,D,D,B,A,A,D,C,D,D,D,C,C,A,C,D,D,B,A,A,A,D,D,A,C,C,A,A,C,B,D,B
INST003,108,2,D,D,C,D,A,A,B,A,C,D,D,B,A,A,D,C,A,C,B,B,C,B,C,D,D,A,A,D,D,D,D,A,C,B,A,B,B,B,A,B
INST003,111,2,C,D,C,A,D,B,A,B,A,D,B,A,D,A,B,D,B,C,D,B,C,C,B,D,D,D,A,A,A,C,D,C,C,B,A,A,D,D,C,B
INST003,112,2,B,D,C,A,B,A,A,D,C,D,D,B,A,D,D,D,A,D,D,B,C,A,C,B,D,D,C,D,B,A,D,A,C,C,C,A,A,B,D,B
INST003,119,2,D,C,C,A,C,B,D,A,C,D,D,B,A,A,D,C,D,D,D,C,C,A,C,D,D,B,A,A,A,D,D,A,C,C,A,A,C,B,D,B
INST003,121,2,B,D,C,C,C,B,A,A,D,C,C,C,B,A,A,C,C,B,A,D,C,C,B,D,D,B,A,B,C,0,D,C,A,C,A,B,D,A,C,B
INST003,122,2,C,D,B,A,A,C,A,D,C,D,A,B,B,D,A,C,A,A,A,D,A,B,C,D,D,C,A,A,C,D,C,A,D,A,A,A,A,A,C,B
INST003,140,2,D,A,C,C,C,A,A,A,C,0,B,C,A,C,C,B,A,D,D,B,D,D,0,D,D,A,A,A,B,D,A,0,A,A,C,0,0,B,A,C
INST003,145,2,B,D,C,D,D,B,A,D,C,D,C,B,D,D,A,D,D,D,C,B,C,C,C,B,B,C,A,A,B,D,B,D,C,D,C,B,B,B,D,C
INST003,146,2,D,D,C,A,C,C,A,D,D,D,D,B,B,D,D,A,B,B,D,B,D,B,D,D,D,A,A,D,B,D,D,C,B,B,A,B,B,A,A,B
INST005,4,2,B,D,C,0,A,D,A,A,C,D,C,B,C,D,B,D,A,B,C,D,C,A,C,B,D,B,A,A,B,D,A,0,C,A,C,A,B,B,D,C
INST005,9,2,D,A,D,A,B,A,B,A,C,D,C,D,D,A,C,D,C,A,C,A,D,C,A,D,B,C,A,D,A,C,A,D,B,C,B,D,B,C,D,B
INST005,14,2,D,D,C,A,C,A,0,D,C,A,C,0,0,0,D,C,A,B,C,B,C,C,D,D,D,B,A,A,A,0,B,A,B,A,B,A,C,0,B,A
INST005,19,2,C,D,C,A,C,A,A,D,C,A,C,B,A,C,D,D,A,B,D,B,C,A,C,D,D,B,A,A,B,D,D,C,A,A,A,A,D,C,A,C
INST005,24,2,B,D,C,D,C,A,D,A,C,D,C,B,C,D,D,C,A,B,B,B,C,C,C,B,D,A,A,A,A,D,A,C,D,D,A,A,0,D,A,D
