COD_INST,COD_ALUM,FORMA,S1_006,S1_007,S1_008,S1_009,S1_010,S1_011,S1_012,S1_013,S1_014,S1_015,S1_026,S1_027,S1_028,S1_029,S1_030,S1_036,S1_037,S1_038,S1_039,S1_040,S1_051,S1_052,S1_053,S1_054,S1_055,S1_071,S1_072,S1_073,S1_074,S1_075,S1_086,S1_087,S1_088,S1_089,S1_090,S1_096,S1_097,S1_098,S1_099,S1_100
INST006,18,2,C,B,B,B,D,B,D,C,C,A,A,A,A,D,A,C,D,B,D,B,A,A,B,C,A,D,D,B,A,B,D,A,C,D,B,C,A,B,D,A
INST006,23,2,C,C,B,B,C,B,D,C,C,A,B,A,D,B,A,C,D,D,C,B,A,A,C,C,B,D,D,B,A,D,D,A,C,D,B,C,D,B,A,A
INST006,28,2,D,B,B,B,D,B,D,C,A,B,C,A,D,A,A,C,D,A,C,B,A,A,A,A,A,D,D,A,C,B,D,A,C,D,B,C,A,B,A,B
INST006,33,2,D,B,B,B,C,B,D,C,C,A,A,A,D,A,A,C,D,C,D,B,A,A,A,B,A,D,D,A,A,B,D,A,C,D,B,C,D,B,A,B
INST006,38,2,B,B,C,B,B,B,C,C,C,A,D,B,B,C,C,C,D,D,C,D,A,D,D,B,C,D,B,D,A,A,D,A,C,D,A,C,D,C,C,C
INST006,43,2,C,B,B,B,D,B,D,C,C,A,C,A,D,A,A,C,B,C,A,B,A,A,B,A,C,D,D,A,C,B,D,A,C,D,B,C,D,A,A,B
INST006,48,2,B,C,B,B,D,B,D,C,C,A,C,A,D,D,C,C,B,B,C,B,A,A,B,A,A,D,D,A,C,B,D,A,C,D,B,C,D,B,A,C
INST007,2,2,B,B,B,B,A,B,D,A,A,A,C,A,A,A,A,C,B,C,A,A,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
INST007,7,2,A,B,A,B,B,B,D,C,A,A,C,A,C,B,C,C,C,B,C,D,A,C,B,C,B,D,B,D,C,B,D,A,C,C,B,C,A,B,C,A
INST007,12,2,B,A,B,A,B,D,D,C,C,B,B,B,C,A,B,C,B,C,B,B,B,A,D,B,D,A,C,C,A,C,C,A,A,B,B,D,A,B,C,A
INST007,17,2,B,B,B,B,C,B,D,C,C,B,A,B,A,C,B,A,B,X,B,X,X,B,X,X,X,A,X,X,X,X,D,A,C,C,A,C,D,X,D,C
INST007,22,2,B,A,X,B,B,B,C,C,C,A,C,D,B,A,A,C,C,B,B,B,A,D,B,C,A,D,D,C,B,D,D,A,A,A,B,C,C,A,B,A
INST007,27,2,A,C,A,B,C,A,C,B,C,B,B,B,D,A,B,C,C,C,B,B,A,A,B,C,C,D,B,B,D,A,B,B,C,C,C,B,D,C,B,D
INST007,32,2,B,D,C,B,A,B,D,C,C,B,C,A,A,A,C,C,A,A,C,B,B,A,D,D,A,D,B,B,A,B,D,A,D,B,B,C,D,A,D,C
INST007,37,2,B,B,C,B,D,B,D,A,C,B,D,A,A,X,A,C,B,D,C,D,A,D,D,D,C,A,A,A,B,B,D,A,B,D,B,C,C,D,A,B
INST007,42,2,A,C,C,B,D,B,C,C,C,B,C,A,A,A,A,C,D,B,B,B,A,A,B,B,C,D,D,A,B,B,D,A,C,D,B,C,D,B,D,C
INST007,47,2,C,D,A,B,B,B,C,D,C,A,B,A,A,D,A,C,A,B,A,D,A,A,B,B,C,D,D,B,C,D,D,A,C,D,B,C,C,A,D,A
INST007,52,2,C,B,B,B,D,B,D,C,C,A,C,A,A,B,D,C,A,X,C,B,A,A,A,B,C,D,D,A,D,B,D,A,C,D,D,C,D,B,D,C
INST007,57,2,C,B,A,B,B,A,D,D,C,A,C,A,A,C,C,A,C,C,A,D,A,D,D,C,A,D,X,A,C,B,D,A,C,D,B,C,D,A,D,B
INST007,62,2,A,B,C,B,B,B,D,C,C,A,C,A,A,A,A,C,B,D,C,D,A,A,B,C,A,D,D,A,D,B,D,A,C,D,B,C,D,A,D,B
INST007,67,2,D,D,C,B,D,B,D,C,A,A,B,A,D,D,C,C,B,B,D,B,A,A,B,C,C,D,B,A,B,D,D,A,C,B,B,C,D,A,A,A
INST007,72,2,C,B,A,B,D,B,D,C,D,A,C,A,D,A,A,C,A,C,D,B,A,A,B,B,A,D,D,A,C,D,D,A,A,B,C,C,D,B,C,B
INST007,77,2,B,C,D,C,B,D,C,C,C,A,C,B,D,D,C,C,A,C,A,B,A,B,A,A,B,D,B,C,C,D,D,A,C,A,B,C,D,B,A,B
INST007,82,2,D,C,C,B,B,B,C,A,C,C,A,A,B,C,A,C,A,X,B,D,A,A,B,D,A,D,D,A,B,D,D,A,C,D,B,C,D,A,D,A
INST007,87,2,C,A,C,B,A,B,C,D,C,A,C,A,A,A,B,B,A,D,A,A,A,D,B,D,C,D,C,D,C,X,A,A,B,B,B,B,D,C,B,D
INST008,2,2,A,A,C,B,A,B,D,C,D,B,B,A,A,D,C,C,A,C,C,B,A,A,B,A,A,A,D,A,D,D,D,A,C,B,D,B,D,B,D,A
INST008,7,2,A,D,B,C,C,D,C,D,D,C,D,C,A,B,D,C,C,C,C,X,A,B,B,X,D,D,D,D,C,B,B,B,A,C,C,C,A,A,C,B
INST009,2,2,B,A,A,C,B,A,D,A,C,C,C,C,A,B,A,C,A,D,A,B,B,B,A,D,A,D,D,A,A,C,D,A,C,C,A,C,C,A,D,A
INST009,7,2,C,D,B,B,A,D,C,C,A,C,C,A,D,A,A,C,B,B,C,B,A,A,B,D,A,D,D,A,C,B,D,A,C,D,B,C,B,C,D,B
INST010,2,2,D,B,A,B,B,B,C,C,C,A,D,A,D,D,A,C,D,C,C,B,A,A,B,B,A,D,D,A,A,B,D,A,C,D,B,C,D,A,A,B
INST010,7,2,A,D,C,B,B,B,D,C,C,B,B,A,A,A,A,C,C,B,C,B,A,A,A,B,A,D,B,A,C,B,D,A,C,D,B,C,D,B,D,A
INST011,2,2,C,D,B,B,D,D,D,C,C,B,C,B,D,D,A,A,B,A,D,D,A,B,B,B,D,A,D,B,D,C,D,A,C,D,C,C,D,A,C,C
INST011,7,2,C,B,C,C,B,B,D,C,A,B,C,A,D,C,A,C,C,D,A,B,A,A,A,B,B,D,D,A,A,B,D,A,C,D,B,C,D,B,A,C
INST011,12,2,D,A,B,X,C,A,D,C,A,D,B,A,A,A,B,D,A,C,C,A,A,C,D,B,D,D,C,C,A,C,D,A,A,D,A,C,B,B,C,A
INST012,2,2,C,A,D,B,A,B,C,C,C,A,B,A,A,D,C,B,D,D,D,B,B,C,B,B,B,D,D,B,B,B,D,A,C,A,B,C,A,B,A,A
INST003,4,2,C,B,B,B,D,B,C,C,D,A,C,A,A,B,C,C,C,D,A,B,A,A,A,A,A,D,D,A,D,B,D,A,C,D,B,C,A,B,D,C
INST003,9,2,A,A,D,B,A,B,D,C,D,B,C,X,D,A,D,C,D,X,B,B,A,B,D,C,A,D,D,D,C,B,D,A,C,D,B,C,B,A,B,D
INST003,14,2,C,C,C,B,B,B,D,A,A,A,C,A,D,C,C,C,A,B,C,D,A,A,A,B,A,D,D,B,D,D,D,A,C,D,B,C,D,A,A,B
INST003,19,2,C,C,D,B,A,B,D,C,C,A,B,A,A,A,C,C,D,B,C,D,A,D,A,B,C,D,C,B,A,B,D,A,C,D,B,C,D,A,A,B
INST003,24,2,C,B,B,B,A,B,D,A,C,B,B,B,A,A,C,C,C,C,B,D,A,A,B,B,A,D,C,A,A,C,D,A,C,A,C,C,B,C,A,C
INST003,29,2,C,A,B,B,A,B,C,C,C,A,D,D,A,A,A,C,B,C,A,A,B,A,D,B,A,D,D,D,C,B,D,A,C,C,D,C,D,A,A,B
INST003,39,2,C,B,D,B,D,B,D,C,D,B,C,B,A,A,D,C,C,D,A,A,B,D,B,C,C,D,D,A,D,A,D,A,A,D,A,C,C,C,D,A
INST003,44,2,B,C,B,B,B,B,D,A,A,A,C,A,D,B,C,C,B,C,C,D,A,A,A,B,A,D,C,B,C,C,D,A,C,D,B,C,D,A,A,D
INST003,49,2,A,D,C,B,C,B,D,A,C,B,D,D,D,D,A,C,A,D,B,D,A,B,A,D,A,A,A,C,D,B,D,A,C,B,B,C,B,C,C,C
INST003,54,2,B,D,B,B,D,B,D,D,C,B,B,A,A,A,C,C,C,D,C,D,A,A,B,A,C,D,D,B,A,B,D,A,C,D,B,C,B,A,B,C
INST003,59,2,D,B,A,B,A,A,C,C,C,A,B,C,A,B,D,C,C,C,D,B,A,A,D,A,D,A,D,B,B,A,D,A,C,C,B,C,B,B,A,A
INST003,64,2,C,B,D,C,C,B,B,D,C,B,B,D,D,B,B,C,D,B,D,D,D,A,D,D,A,D,A,B,C,A,D,A,A,B,A,C,D,B,B,C
INST003,69,2,C,B,D,C,D,B,D,C,C,C,C,A,A,A,B,C,B,A,C,A,A,A,D,D,C,D,A,B,C,A,D,A,A,B,B,C,B,A,B,C
INST003,79,2,A,D,C,B,A,B,D,C,C,A,D,A,D,A,A,A,A,D,C,D,A,D,A,B,C,A,D,D,C,A,D,A,C,A,C,C,B,A,B,C
INST003,84,2,C,B,C,B,C,B,D,C,C,A,C,D,D,B,A,C,B,A,A,B,A,D,A,A,C,D,D,B,B,D,D,A,C,D,B,C,D,B,B,C
INST003,89,2,C,B,D,B,C,D,D,C,C,A,C,D,A,A,D,C,C,C,A,B,A,D,A,D,B,C,D,D,A,D,B,D,D,B,A,C,B,C,B,D
INST003,94,2,C,B,C,B,A,B,C,C,A,A,C,A,D,A,B,C,C,B,A,A,A,X,B,B,A,X,D,C,C,D,D,D,B,A,A,C,D,A,A,C
INST003,104,2,B,B,C,B,D,B,D,D,D,B,C,A,A,A,A,C,A,D,C,D,B,C,B,D,C,D,D,D,C,A,D,A,C,D,D,C,B,A,D,A
INST003,108,2,C,D,B,B,B,B,C,C,A,B,C,A,A,D,B,C,B,B,C,B,A,A,B,B,C,D,D,A,C,B,D,A,C,D,B,C,B,B,D,C
INST003,111,2,A,B,D,B,C,B,B,D,C,B,C,A,A,C,B,C,A,C,D,D,A,B,C,D,B,A,D,B,C,C,D,A,C,C,B,C,D,C,C,D
INST003,112,2,C,C,D,B,D,B,D,C,C,A,C,A,A,B,C,C,C,C,D,D,A,A,B,B,B,D,D,A,C,D,D,A,C,D,B,C,D,A,D,C
INST003,119,2,A,A,C,D,A,B,B,C,C,D,C,A,B,D,D,D,B,B,B,D,B,C,D,B,A,D,B,B,B,X,D,D,A,A,B,C,C,D,A,C
INST003,121,2,C,B,C,B,B,D,C,D,B,X,C,D,A,A,D,C,A,C,C,A,B,C,A,D,C,A,D,B,C,D,D,D,C,B,D,C,B,A,C,D
INST003,122,2,C,D,A,C,A,B,D,C,C,A,B,A,D,A,B,C,C,A,A,C,A,A,D,A,B,D,D,B,D,C,D,A,A,C,D,C,B,A,D,C
INST003,140,2,A,B,X,B,D,A,D,D,C,A,D,A,C,A,A,C,C,D,X,B,X,X,B,D,A,D,C,B,X,A,D,X,C,B,B,C,X,A,X,C
INST003,145,2,B,C,C,B,C,B,B,C,C,C,B,D,A,A,C,C,C,B,B,D,B,D,B,B,D,D,B,D,C,A,D,A,A,D,B,C,B,A,B,D
INST003,146,2,C,D,C,C,D,D,C,D,C,B,B,A,D,A,D,C,B,D,A,A,A,A,B,B,A,D,C,A,A,B,D,A,C,D,D,C,B,B,D,C
INST005,4,2,B,C,C,B,B,B,D,D,C,B,B,A,D,A,A,C,C,B,A,D,A,A,C,A,A,D,D,A,A,D,D,A,C,D,B,C,D,B,B,A
INST005,9,2,C,B,C,A,B,B,B,D,D,A,C,C,D,B,C,C,C,B,B,B,A,B,A,B,B,D,C,D,C,A,D,A,C,C,C,C,D,D,B,A
INST005,14,2,A,C,A,B,X,B,D,C,A,A,C,A,X,A,B,A,A,B,B,B,B,D,B,B,B,D,A,A,X,B,A,A,B,B,X,C,A,X,A,C
INST005,19,2,B,B,A,B,C,B,D,C,A,B,B,A,A,A,A,C,D,D,C,B,B,A,A,A,A,D,D,A,C,B,D,A,C,A,B,C,D,B,D,C
INST005,24,2,C,B,B,B,B,B,D,D,A,A,C,A,A,D,C,C,D,D,C,B,A,A,A,B,A,D,D,B,C,B,D,A,C,D,B,C,D,C,D,A
