COD_INST,COD_ALUM,FORMA,S3_005,S3_013,S3_016,S3_021,S3_028,S3_033,S3_038,S3_041,S3_050,S3_056,S3_065,S3_071,S3_073,S3_075,S3_080,S3_083,S3_088,S3_090,S3_095,S3_100,S3_001,S3_009,S3_017,S3_019,S3_026,S3_031,S3_036,S3_039,S3_043,S3_047,S3_054,S3_058,S3_066,S3_070,S3_077,S3_081,S3_086,S3_092,S3_094,S3_098
INST007,25,5,B,C,B,D,C,A,D,C,B,A,B,D,C,B,B,B,B,C,A,B,D,A,C,D,D,D,C,D,C,A,D,B,C,D,B,A,D,B,D,C
INST007,30,5,B,A,C,D,A,D,A,D,C,A,A,D,B,C,B,C,C,A,A,D,A,B,C,D,D,A,A,A,C,A,C,A,A,B,D,A,C,A,D,A
INST007,35,5,B,C,D,C,A,A,D,C,B,D,D,B,C,C,D,D,B,C,A,B,D,B,B,C,D,A,C,C,B,B,A,D,D,B,C,D,A,A,D,C
INST007,40,5,B,A,C,B,C,D,D,C,B,C,D,B,C,A,C,C,D,C,A,B,D,D,A,A,D,C,D,D,C,B,A,C,B,A,C,C,C,D,D,A
INST007,45,5,D,C,C,D,C,B,D,B,B,D,C,B,B,A,C,B,D,C,A,B,A,B,C,B,D,D,A,D,C,A,D,C,C,D,B,A,A,A,D,D
INST007,50,5,A,D,A,B,A,C,D,D,B,D,D,B,C,D,C,B,D,C,A,B,A,A,C,B,D,D,C,D,B,D,C,A,D,B,B,A,D,D,C,C
INST007,55,5,B,D,A,B,C,C,D,D,B,A,D,A,B,D,C,B,D,C,A,A,D,A,C,B,D,B,C,D,D,C,B,C,D,B,B,D,C,D,C,D
INST007,60,5,B,D,A,C,A,C,D,D,B,A,D,A,C,D,C,B,D,C,C,C,B,A,A,B,B,B,C,D,C,D,B,D,D,B,B,D,C,A,B,C
INST007,65,5,B,D,D,D,A,B,B,A,B,D,D,B,C,B,A,A,D,C,A,B,A,A,A,B,B,B,D,C,B,C,A,D,C,B,A,B,C,B,A,B
INST007,70,5,C,B,C,B,C,A,D,A,B,C,A,B,C,B,C,B,D,C,A,B,D,C,A,D,A,D,C,A,C,B,B,C,C,D,C,D,B,A,C,A
INST007,75,5,D,D,A,B,A,A,D,C,B,C,D,D,B,B,A,B,D,C,A,B,A,B,C,D,B,D,A,A,C,B,A,C,C,B,B,A,C,A,C,A
INST007,80,5,B,A,C,B,A,A,C,D,B,D,B,D,C,D,C,B,D,C,A,B,B,A,A,D,D,A,A,A,C,A,D,B,C,B,B,C,D,D,D,C
INST007,85,5,A,A,A,B,A,B,D,0,B,C,0,A,B,D,C,B,D,D,A,A,A,A,C,D,D,D,B,A,C,B,D,A,C,B,B,C,A,A,B,B
INST007,90,5,D,A,A,B,A,C,A,B,B,B,A,A,C,D,D,B,D,C,A,B,D,A,A,D,D,D,C,A,C,B,A,C,C,A,B,D,C,D,D,C
INST008,4,5,A,A,D,D,A,A,D,A,B,D,D,A,B,D,A,D,D,C,A,A,A,D,D,D,A,D,A,A,C,A,A,C,D,A,B,A,B,A,D,A
INST008,9,5,B,D,D,B,A,A,C,A,B,B,D,B,B,A,C,A,D,C,A,A,A,A,C,B,A,A,D,B,C,A,A,A,A,B,B,D,B,A,A,A
INST009,4,5,B,C,C,D,A,D,D,A,B,B,D,B,C,A,C,B,D,C,A,B,C,C,C,B,B,D,A,A,C,B,B,C,C,D,B,C,D,A,C,C
INST010,4,5,C,A,C,D,A,A,D,D,D,C,C,D,C,A,D,B,D,C,A,B,A,C,C,D,B,B,C,C,C,A,B,C,C,B,B,A,D,A,C,A
INST011,4,5,C,A,A,C,A,A,D,D,A,C,D,B,C,B,A,B,D,C,A,A,B,B,C,D,B,C,C,A,D,B,B,C,B,B,B,0,D,A,D,A
INST011,9,5,A,B,A,B,C,B,D,D,B,C,D,B,C,B,B,C,B,C,B,A,A,A,A,D,A,A,D,A,D,D,A,D,A,A,A,0,B,C,D,C
INST011,14,5,C,A,A,B,C,A,D,D,B,C,D,0,C,A,C,B,B,0,A,A,A,A,C,D,D,D,0,A,C,0,A,A,C,D,B,D,B,A,C,A
INST012,4,5,A,A,C,B,A,B,C,C,A,C,C,A,C,C,A,B,D,C,C,A,C,C,C,C,A,C,C,C,C,D,C,A,C,A,C,A,A,A,C,C
INST003,2,5,C,D,C,D,A,A,A,D,B,0,D,D,C,A,C,B,D,C,A,B,B,C,A,D,D,D,D,A,D,B,D,D,A,D,B,A,A,D,C,C
INST003,7,5,A,A,D,A,A,C,B,D,B,D,A,D,C,B,C,A,D,C,A,B,C,C,D,D,D,D,A,C,B,D,B,A,C,D,0,0,0,0,D,A
INST003,12,5,A,B,D,B,A,B,A,A,B,B,A,B,C,A,B,A,D,C,D,B,A,A,C,D,D,D,A,D,C,A,A,D,A,B,B,D,D,A,D,D
INST003,17,5,A,C,C,C,D,D,D,A,B,D,D,B,C,A,C,D,D,C,A,A,B,A,C,D,D,D,D,D,C,A,A,D,C,D,C,D,A,D,D,C
INST003,22,5,A,A,0,D,A,B,B,D,B,D,D,B,C,D,B,B,D,C,A,B,A,A,D,D,D,D,0,D,C,A,A,C,C,D,A,A,C,A,B,C
INST003,27,5,C,D,C,C,A,B,D,C,B,0,B,D,C,B,A,B,D,C,A,B,A,D,A,D,A,C,C,A,C,B,C,A,C,A,D,A,A,A,C,A
INST003,32,5,C,C,D,D,B,D,C,D,B,A,A,A,C,B,C,C,D,C,A,B,A,A,A,D,B,A,C,A,B,D,B,A,C,B,A,B,C,A,A,B
INST003,37,5,C,A,D,B,A,B,D,B,B,C,D,A,C,C,C,B,D,C,A,B,C,A,A,D,D,D,A,C,C,B,D,A,C,D,B,A,B,D,D,A
INST003,42,5,B,D,C,B,A,B,D,D,A,B,A,D,C,D,B,B,D,C,A,A,C,C,A,B,D,B,A,A,C,B,B,C,C,D,B,A,C,A,D,A
INST003,47,5,C,B,B,B,A,C,D,D,B,0,D,A,C,B,C,B,B,C,A,B,B,B,A,D,A,C,A,A,C,A,B,C,C,B,D,D,D,D,C,D
INST003,52,5,B,D,A,B,A,D,B,C,A,C,B,A,C,D,C,D,D,C,A,B,C,A,A,D,D,B,C,D,C,A,B,A,C,B,C,A,C,A,C,D
INST003,57,5,A,C,C,D,C,A,D,A,B,B,A,A,C,B,C,B,D,C,A,D,A,C,C,D,D,D,A,A,C,A,A,C,C,B,B,A,C,D,D,A
INST003,62,5,C,A,C,B,A,A,B,C,B,C,B,C,C,A,C,B,D,C,A,D,D,A,0,D,B,D,B,D,C,A,B,A,A,D,C,C,C,A,C,D
INST003,67,5,C,C,D,B,A,A,A,D,B,D,D,A,C,B,B,D,D,C,A,B,A,A,A,B,B,B,C,A,C,A,B,B,B,C,B,C,B,D,C,B
INST003,72,5,A,B,C,B,C,B,D,D,B,0,C,D,C,B,D,B,D,C,B,D,B,A,A,D,D,C,C,D,C,B,0,D,C,A,0,A,D,D,C,D
INST003,77,5,A,A,B,C,A,A,D,D,B,A,C,B,C,A,C,B,D,C,D,B,D,B,A,0,B,A,C,A,C,B,D,A,C,B,C,D,D,D,D,A
INST003,82,5,A,B,C,B,A,B,D,A,B,C,B,B,B,B,C,B,B,C,A,B,A,B,A,D,C,D,C,C,C,C,B,A,C,B,B,C,C,B,C,A
INST003,87,5,D,B,C,C,A,A,C,C,B,B,A,B,B,B,C,C,B,D,A,D,D,A,A,B,B,D,D,A,C,A,B,A,C,B,B,A,C,D,C,C
INST003,92,5,B,0,C,B,A,B,C,C,B,D,A,D,C,B,0,A,D,C,A,B,C,A,A,B,D,B,B,D,C,B,A,D,A,B,C,D,D,D,B,C
INST003,97,5,D,A,D,C,A,B,D,C,B,A,A,A,C,B,C,C,D,A,B,B,A,A,A,C,B,A,D,B,A,B,A,C,D,B,B,A,B,C,C,C
INST003,126,5,A,D,D,C,A,D,D,D,B,D,D,B,C,A,D,B,B,C,A,B,C,B,A,D,D,D,B,D,C,B,A,A,C,D,B,D,C,D,D,D
INST003,128,5,B,D,B,B,A,B,C,B,B,C,C,D,C,B,C,B,D,C,A,B,D,A,A,D,D,B,A,D,C,B,A,A,C,C,C,B,C,D,D,A
INST003,129,5,C,C,D,B,B,D,C,C,B,C,A,C,C,B,C,C,D,C,A,D,A,A,A,D,D,B,C,D,B,D,A,A,B,B,C,D,C,D,B,D
INST003,137,5,B,A,D,D,A,C,D,A,B,B,D,D,C,A,C,C,D,C,A,B,C,B,C,D,D,D,C,D,C,A,D,B,B,A,A,A,D,D,C,C
INST003,138,5,A,A,A,B,A,B,A,C,B,C,D,B,B,B,0,C,D,C,A,B,C,A,C,D,D,D,A,C,C,A,B,C,C,B,B,D,C,D,C,B
INST003,139,5,C,A,D,B,A,A,D,D,B,D,A,B,C,A,C,D,D,C,A,B,C,A,A,D,D,A,D,D,C,A,D,C,C,C,B,C,B,D,C,C
INST003,142,5,A,C,C,B,C,C,D,D,C,B,A,B,C,D,C,B,D,C,A,B,C,A,C,D,D,B,B,D,D,A,D,C,C,B,B,C,D,D,D,D
INST003,149,5,D,B,C,D,A,B,A,C,B,B,A,B,C,A,C,A,D,C,A,A,C,A,A,B,D,A,C,C,C,A,D,C,C,B,B,A,B,B,C,A
INST005,2,5,A,B,C,B,A,A,D,D,B,0,C,D,C,A,C,C,D,C,A,B,0,B,C,D,D,B,C,A,C,A,A,A,0,D,B,0,A,A,C,C
INST005,7,5,A,B,C,B,A,A,D,D,B,C,A,D,C,A,C,B,B,C,A,A,A,C,A,B,D,A,A,D,C,B,B,A,A,D,B,D,A,D,D,A
INST005,12,5,0,0,0,B,A,A,D,D,B,0,B,A,C,A,0,B,D,C,A,A,C,A,D,D,D,D,D,A,C,A,A,D,C,D,B,C,D,D,D,A
INST005,17,5,0,A,C,B,A,B,D,D,B,C,B,D,C,A,C,B,D,C,A,A,A,C,0,B,B,D,D,0,C,B,0,C,C,0,0,D,0,A,C,A
INST005,22,5,A,A,C,B,A,A,D,D,B,D,0,B,C,A,C,B,D,C,A,A,0,A,A,D,D,D,C,D,0,0,0,C,0,B,0,A,D,A,0,0
