COD_INST,COD_ALUM,FORMA,S1_001,S1_002,S1_003,S1_004,S1_005,S1_006,S1_007,S1_008,S1_009,S1_010,S1_026,S1_027,S1_028,S1_029,S1_030,S1_031,S1_032,S1_033,S1_034,S1_035,S1_056,S1_057,S1_058,S1_059,S1_060,S1_071,S1_072,S1_073,S1_074,S1_075,S1_086,S1_087,S1_088,S1_089,S1_090,S1_091,S1_092,S1_093,S1_094,S1_095
INST007,31,1,C,C,D,B,C,A,D,D,B,B,C,D,D,A,C,D,D,D,C,A,B,C,B,C,C,A,D,B,B,C,D,A,C,D,B,A,C,D,A,A
INST007,36,1,C,A,B,B,C,C,B,B,B,B,C,A,D,A,A,D,D,D,D,B,B,C,B,B,A,D,D,A,A,B,D,A,C,C,B,D,D,D,A,B
INST007,41,1,C,A,B,B,C,C,B,B,B,D,C,D,A,A,A,C,A,A,D,C,B,C,C,C,B,D,D,A,C,A,D,A,C,B,B,C,D,A,A,D
INST007,46,1,C,A,B,A,C,B,B,X,X,D,C,A,B,B,C,A,A,A,D,C,B,D,B,C,B,D,D,B,B,D,D,A,C,C,A,A,D,A,A,X
INST007,51,1,C,D,X,A,B,C,B,A,C,B,B,D,C,A,C,A,B,A,C,D,B,B,C,B,C,D,B,C,A,C,D,A,C,D,B,D,D,A,A,B
INST007,56,1,C,B,B,B,A,B,C,C,B,C,B,A,D,A,B,D,C,D,C,D,B,C,B,C,C,D,A,B,C,B,D,A,C,D,B,A,D,D,C,B
INST007,61,1,C,B,A,A,C,C,D,C,B,B,A,A,D,A,C,B,D,C,D,C,A,A,B,A,B,C,D,B,C,D,D,X,C,B,B,C,A,D,B,D
INST007,66,1,C,B,A,A,C,A,B,B,B,C,C,A,A,D,C,D,A,D,C,D,B,C,B,C,A,D,D,A,X,B,D,A,C,D,B,D,D,A,A,B
INST007,71,1,C,A,B,A,C,B,D,C,B,A,C,C,D,A,D,D,D,B,D,C,B,C,A,C,C,A,D,B,D,B,D,A,C,D,C,D,D,A,A,B
INST007,76,1,B,D,A,B,D,B,B,D,C,D,A,A,B,A,A,D,D,D,C,C,C,B,B,D,C,D,D,A,D,B,D,A,B,C,B,D,B,C,B,B
INST007,81,1,C,A,A,A,C,A,A,C,B,D,C,A,C,A,C,D,D,D,C,B,A,C,D,A,A,D,D,A,A,D,D,A,C,C,B,A,D,A,A,B
INST007,86,1,C,A,A,A,D,D,D,A,B,D,A,A,A,A,A,D,D,D,D,D,B,B,D,A,B,D,B,A,B,B,D,A,C,A,B,D,D,A,A,B
INST008,1,1,B,D,B,A,D,C,B,B,B,C,B,A,A,A,C,C,C,D,A,D,B,C,B,B,D,D,C,A,D,B,D,A,C,C,B,D,D,D,A,B
INST008,6,1,C,A,B,A,C,D,B,B,B,B,C,A,C,C,A,D,A,D,C,D,B,C,A,C,A,D,B,A,C,B,D,A,C,D,B,A,D,D,D,B
INST009,1,1,A,D,B,D,C,C,C,B,B,C,X,X,A,A,X,C,D,D,A,B,D,C,C,D,C,A,X,A,X,X,D,A,C,D,B,D,D,D,D,B
INST009,6,1,C,A,A,A,C,C,B,A,B,C,C,A,A,B,A,D,A,D,A,C,A,B,A,C,C,D,D,A,C,B,D,A,C,D,B,D,D,D,A,A
INST010,1,1,C,A,B,A,C,C,B,B,B,B,C,A,D,A,A,C,D,D,C,B,B,C,B,A,A,D,D,C,C,B,D,A,C,D,B,D,D,A,A,B
INST010,6,1,C,A,B,B,C,D,A,B,B,D,C,A,D,D,A,D,A,D,C,B,B,C,B,C,A,D,C,A,C,A,D,A,C,D,B,D,D,A,A,C
INST011,1,1,C,B,A,A,D,C,B,A,B,D,B,A,D,A,A,C,A,D,A,C,D,D,D,D,B,C,B,B,C,B,D,A,C,D,B,D,C,A,A,X
INST011,6,1,C,A,C,A,A,B,C,B,B,D,C,B,A,A,A,D,C,D,C,A,B,C,C,D,X,D,B,B,X,X,D,A,D,D,C,A,D,D,A,C
INST011,11,1,C,D,B,A,C,C,B,B,B,B,B,A,A,A,A,B,D,D,C,C,D,C,B,C,D,D,D,B,D,A,D,A,C,D,B,B,D,A,D,B
INST012,1,1,C,D,A,A,A,C,C,B,B,D,A,A,A,D,A,D,D,D,B,A,B,C,B,C,A,A,D,A,A,D,D,A,C,B,B,A,D,A,A,C
INST003,3,1,C,B,B,A,D,B,B,C,C,A,C,C,A,A,A,C,D,B,D,B,B,D,A,B,C,A,B,C,B,D,B,A,A,B,D,C,C,D,A,A
INST003,8,1,C,B,B,A,B,C,A,D,B,A,B,A,A,A,A,A,C,D,C,A,D,B,B,C,A,D,D,A,A,A,D,A,C,D,B,D,D,A,A,D
INST003,13,1,C,A,B,A,D,B,C,C,B,A,C,A,A,A,D,B,D,D,D,C,D,A,B,A,C,D,C,A,X,B,D,A,C,B,A,A,D,A,A,B
INST003,18,1,C,D,A,A,A,B,D,C,B,B,D,A,D,C,C,D,C,A,A,D,B,B,C,C,A,D,D,A,C,B,D,A,A,C,B,D,D,C,A,A
INST003,23,1,C,C,B,B,C,A,D,B,B,B,C,A,A,A,A,D,D,D,D,C,D,C,B,D,X,D,C,A,C,B,D,A,C,C,A,D,D,D,D,A
INST003,28,1,C,A,B,A,C,D,C,B,B,D,C,A,A,A,A,D,D,D,C,B,D,C,B,C,C,D,D,A,D,B,D,A,C,D,B,A,D,A,B,B
INST003,33,1,C,A,B,B,C,B,A,A,B,C,C,B,A,A,A,B,D,B,A,B,A,C,B,C,A,A,B,A,B,B,D,B,A,C,A,A,B,B,A,A
INST003,38,1,C,B,A,A,C,A,B,B,B,C,C,A,A,B,A,D,C,D,C,C,D,C,B,C,C,D,D,A,C,C,D,A,C,D,B,A,A,D,B,D
INST003,43,1,C,B,A,B,C,D,C,C,B,B,C,A,A,A,A,C,C,D,C,D,A,D,B,A,A,D,B,A,X,C,D,A,C,C,B,X,D,A,B,A
INST003,48,1,C,B,B,B,C,B,B,C,B,A,C,A,A,A,C,C,D,D,B,C,D,C,A,A,C,D,D,C,A,C,D,A,C,C,D,D,D,D,A,C
INST003,53,1,C,A,A,B,C,A,D,A,B,D,B,D,D,D,C,C,C,D,A,C,C,B,B,C,D,D,D,A,D,C,D,A,C,C,B,D,D,D,A,C
INST003,58,1,C,D,B,A,D,C,B,B,B,B,B,A,A,A,D,D,D,D,C,D,B,C,B,C,A,D,B,A,B,D,D,A,C,C,B,C,D,A,D,B
INST003,63,1,C,D,B,A,C,C,B,B,B,B,C,A,D,A,A,D,A,D,C,C,B,C,B,C,C,D,D,A,A,B,D,A,C,D,B,A,D,D,A,B
INST003,68,1,C,D,B,B,D,C,B,D,B,C,B,A,A,A,D,D,D,D,C,D,B,C,B,C,A,D,B,A,C,B,D,A,C,D,B,A,D,D,A,B
INST003,73,1,C,A,B,A,C,A,A,C,B,A,C,B,C,A,C,A,C,D,D,A,D,D,A,C,C,D,D,C,C,C,D,D,A,A,C,B,C,C,C,B
INST003,78,1,C,A,B,B,D,A,C,C,X,B,A,A,D,X,D,D,A,D,D,D,B,D,D,B,B,A,D,B,A,D,A,B,A,D,C,B,X,X,X,X
INST003,83,1,C,B,B,B,B,C,B,A,B,B,D,A,A,A,D,D,D,D,A,B,B,D,A,C,C,D,A,A,D,D,D,A,C,C,C,A,D,A,A,B
INST003,88,1,D,D,C,C,C,A,B,C,C,C,C,D,A,A,B,C,D,D,A,C,B,D,C,C,A,D,D,A,B,C,D,A,C,D,B,A,C,B,C,A
INST003,93,1,C,A,B,A,A,B,C,C,A,B,B,A,A,A,B,A,D,D,C,C,B,D,D,A,C,A,D,A,B,B,D,A,C,C,C,D,D,D,C,C
INST003,98,1,C,A,B,A,C,A,D,C,B,B,C,A,A,A,A,D,D,D,C,D,B,C,B,A,B,D,C,X,D,X,X,X,X,X,X,X,X,X,X,X
INST003,100,1,C,A,A,B,C,C,A,B,B,D,C,C,D,C,A,B,D,B,C,C,D,A,D,A,C,A,B,D,A,A,D,A,A,D,D,B,D,A,A,C
INST003,110,1,A,B,D,B,A,A,A,A,B,D,A,A,A,A,D,D,C,A,A,C,D,D,B,C,D,D,A,B,C,B,D,A,C,A,B,D,B,D,A,B
INST003,115,1,C,B,A,C,D,D,D,C,B,C,B,D,D,A,C,D,D,A,C,B,D,C,C,C,C,A,D,A,A,B,D,A,C,B,C,D,B,B,A,B
INST003,116,1,C,A,A,C,D,C,D,C,B,C,C,A,D,A,A,C,C,A,C,D,B,C,C,C,B,A,A,A,D,D,D,A,A,C,A,X,B,B,X,X
INST003,117,1,C,C,B,A,C,D,C,B,B,D,C,A,A,A,D,D,D,D,C,B,B,C,B,C,D,D,D,A,A,B,D,A,C,C,C,A,D,D,A,B
INST003,118,1,B,C,B,A,C,D,B,C,B,D,B,A,A,A,A,D,D,C,C,A,D,B,B,B,D,D,B,C,D,D,D,A,C,D,C,A,D,D,B,B
INST003,134,1,C,B,B,A,A,B,D,D,B,D,B,A,D,A,C,B,B,C,A,D,A,B,D,A,A,D,D,A,C,B,D,A,C,C,D,A,D,D,D,B
INST003,135,1,C,A,B,A,C,C,C,A,B,D,C,A,A,A,C,D,A,D,A,D,D,B,A,C,A,D,D,A,C,C,D,A,C,C,B,A,A,D,D,B
INST003,136,1,C,D,A,A,C,D,C,C,B,C,B,A,A,B,A,D,D,C,C,B,B,C,B,C,A,D,B,A,C,B,D,A,C,C,B,B,D,A,A,C
INST003,148,1,C,A,A,A,B,C,A,B,B,D,C,C,D,C,A,D,D,B,C,C,D,A,B,A,C,D,D,A,B,D,A,B,C,A,B,A,C,D,D,A
INST005,3,1,C,A,B,D,C,B,C,C,B,B,B,A,A,A,D,D,C,D,C,D,B,C,A,C,A,D,C,A,C,A,D,A,C,D,B,A,D,X,A,A
INST005,8,1,X,X,X,A,C,C,B,C,B,B,B,A,A,X,C,A,D,B,C,B,D,B,X,C,X,D,A,A,B,C,A,B,C,A,C,A,C,B,C,C
INST005,13,1,C,D,B,A,C,A,B,B,D,D,D,A,A,A,A,D,D,D,C,B,A,C,B,C,D,D,D,A,A,B,D,A,C,C,A,D,D,D,A,D
INST005,18,1,C,B,C,A,X,X,B,B,B,C,C,A,D,B,A,D,D,C,C,A,B,C,B,C,A,D,B,A,C,C,D,A,C,A,A,A,D,A,D,B
INST005,23,1,C,D,B,A,C,C,B,B,B,B,C,A,A,A,D,C,A,D,A,B,B,C,C,C,A,D,D,A,A,C,D,A,C,C,B,B,D,A,D,A
