COD_INST,COD_ALUM,FORMA,S3_002,S3_010,S3_018,S3_020,S3_027,S3_032,S3_037,S3_040,S3_042,S3_051,S3_053,S3_055,S3_059,S3_062,S3_069,S3_076,S3_082,S3_087,S3_093,S3_099,S3_004,S3_007,S3_012,S3_014,S3_022,S3_024,S3_030,S3_035,S3_044,S3_046,S3_048,S3_052,S3_057,S3_060,S3_064,S3_068,S3_078,S3_084,S3_091,S3_096
INST006,39,3,C,C,D,D,D,B,A,A,C,D,D,D,A,D,A,A,C,B,D,C,B,B,C,D,C,C,A,D,B,B,A,D,A,A,C,A,B,D,D,C
INST006,44,3,C,C,C,B,D,B,A,A,A,D,A,D,C,A,A,A,C,B,D,B,D,B,A,D,B,C,C,D,B,B,A,B,A,D,C,A,B,B,D,C
INST007,3,3,B,A,C,D,D,A,A,A,D,A,B,A,A,A,A,A,C,D,D,B,D,C,A,D,A,B,D,A,D,B,A,B,A,B,D,B,B,0,C,C
INST007,8,3,A,B,C,D,C,B,A,B,C,D,D,C,B,A,A,A,A,B,C,C,D,C,D,B,C,C,D,A,A,A,B,B,A,A,C,C,B,B,B,C
INST007,13,3,C,B,B,D,D,A,A,C,B,D,D,A,C,C,A,A,C,B,D,B,D,B,D,C,A,A,D,A,A,D,A,B,A,B,C,A,A,D,D,D
INST007,18,3,C,D,D,D,D,A,A,C,D,D,C,C,C,C,A,B,C,B,D,B,D,C,D,C,B,C,D,D,D,D,C,C,C,A,C,C,C,B,D,C
INST007,23,3,D,D,C,B,D,A,A,A,B,A,D,C,C,A,A,A,B,B,A,B,D,D,D,B,C,C,A,A,A,A,A,B,C,D,C,A,B,B,D,C
INST007,28,3,D,B,C,B,D,A,A,D,D,A,A,B,A,B,A,B,D,B,D,B,B,C,A,B,C,A,B,A,B,D,D,B,A,C,C,A,B,B,D,C
INST007,33,3,A,B,C,B,D,A,C,A,B,D,C,C,C,B,A,A,D,D,B,B,D,B,D,D,C,A,B,A,A,C,D,B,C,B,A,B,B,A,A,C
INST007,38,3,C,C,A,D,A,A,A,A,B,B,C,A,A,B,A,A,C,A,B,B,D,B,D,C,A,D,A,A,A,A,C,B,A,A,C,A,B,D,A,C
INST007,43,3,D,A,0,D,D,A,A,A,B,D,D,0,B,D,A,B,A,B,D,C,D,B,B,C,D,A,C,D,C,A,A,D,B,C,C,B,B,C,D,D
INST007,48,3,C,C,C,B,D,B,A,A,A,D,D,A,C,A,A,A,D,D,A,C,B,C,B,D,C,C,B,D,A,D,A,B,B,D,C,B,B,A,A,D
INST007,53,3,A,B,D,B,D,A,A,B,C,D,D,0,C,D,A,A,C,D,A,A,A,A,D,D,C,C,A,D,0,A,A,B,A,0,C,B,B,0,D,C
INST007,58,3,D,B,C,B,D,A,A,A,B,A,D,D,D,A,A,A,D,A,A,C,A,B,D,C,C,B,D,A,D,D,D,C,C,A,A,B,B,D,A,C
INST007,63,3,D,A,C,D,D,A,A,D,C,A,A,C,C,C,A,B,D,B,D,B,B,C,D,A,C,C,A,A,B,B,A,B,C,C,C,C,B,B,D,C
INST007,68,3,C,D,C,D,D,B,A,B,B,D,A,A,A,A,A,B,C,A,A,B,A,A,D,C,B,A,A,A,B,A,A,B,A,A,C,C,B,B,A,D
INST007,73,3,A,C,C,D,D,D,A,A,B,D,A,C,A,A,A,C,A,B,D,C,A,C,D,B,B,C,A,D,B,B,A,C,C,B,C,D,B,B,A,C
INST007,78,3,D,A,C,B,D,A,A,B,A,A,D,C,C,B,A,A,B,D,B,B,D,C,D,D,A,C,D,A,A,B,C,B,A,B,C,A,B,D,A,C
INST007,83,3,C,B,B,A,D,B,A,C,B,A,D,C,C,C,A,A,C,B,D,C,D,C,D,D,C,C,A,A,A,A,D,C,A,B,C,A,B,D,A,C
INST007,88,3,D,A,B,D,D,A,A,D,C,A,D,B,D,B,C,C,D,B,D,B,D,B,C,D,C,A,B,A,C,D,A,A,A,C,C,A,B,B,A,C
INST008,2,3,C,B,C,D,D,A,A,C,B,A,C,C,A,B,A,A,C,B,D,B,A,B,A,A,C,A,A,A,C,D,D,C,A,B,A,A,B,D,A,C
INST008,7,3,D,B,D,C,D,D,D,B,A,D,D,C,A,A,A,C,C,C,C,B,B,D,A,A,C,B,C,A,D,A,C,B,B,A,B,B,B,D,A,A
INST009,2,3,C,A,A,D,D,A,A,D,B,A,D,A,C,A,B,B,A,A,D,C,A,D,D,D,C,A,A,A,C,D,A,D,A,A,C,B,B,D,A,C
INST009,7,3,C,C,C,D,D,B,A,B,D,D,A,A,B,B,C,A,A,A,D,C,A,B,D,C,C,A,A,B,B,B,D,D,A,B,C,A,A,B,A,0
INST010,2,3,C,A,C,D,D,B,A,D,B,D,A,C,C,A,A,A,A,B,D,C,D,A,A,B,C,C,D,D,B,B,B,B,A,C,C,D,A,B,D,C
INST010,7,3,B,C,C,B,D,A,A,A,C,D,A,B,C,A,A,A,B,B,D,C,D,D,B,C,C,A,D,A,A,B,A,B,D,B,C,A,B,D,C,C
INST011,2,3,C,C,D,D,0,A,A,A,B,D,D,C,C,B,D,A,A,C,D,B,B,C,D,D,D,B,A,A,D,C,D,D,D,B,B,A,B,D,D,C
INST011,7,3,C,D,C,D,B,C,A,A,B,A,A,A,C,A,A,B,C,C,D,C,D,A,A,A,B,C,D,B,A,D,B,D,A,C,C,C,A,B,D,C
INST011,12,3,B,A,A,D,A,A,A,C,B,B,B,D,A,C,A,C,A,D,D,C,A,A,B,D,B,B,C,A,A,B,A,B,A,0,D,C,C,A,A,B
INST012,2,3,C,B,A,C,D,D,A,D,D,C,D,A,C,B,D,A,C,C,D,C,D,A,D,C,C,C,D,A,D,C,D,B,C,D,A,C,B,D,D,C
INST003,5,3,C,B,A,A,D,A,A,A,A,B,D,0,C,A,C,B,A,B,D,C,D,C,A,D,C,A,D,B,B,D,A,C,D,A,C,A,A,B,D,C
INST003,10,3,D,B,B,B,D,A,A,B,B,D,D,A,A,C,A,B,A,D,A,C,B,B,D,D,C,A,D,B,D,A,A,C,D,A,C,A,B,A,B,D
INST003,15,3,C,D,C,D,D,B,A,A,A,D,A,C,A,A,C,A,A,B,D,C,D,C,A,B,C,A,A,A,A,C,A,B,A,B,C,B,B,B,D,C
INST003,20,3,C,A,D,B,D,A,A,C,D,D,C,0,0,A,D,0,B,C,D,C,A,0,D,B,A,C,C,A,D,0,0,D,C,B,C,B,B,C,0,0
INST003,25,3,C,B,C,B,D,A,A,D,B,D,D,C,C,D,C,A,D,D,A,D,B,D,D,D,C,D,B,D,A,C,A,C,C,C,C,A,B,D,D,C
INST003,30,3,C,C,C,D,D,A,C,A,C,D,D,C,C,D,A,A,B,B,C,0,D,C,C,D,C,A,D,A,B,D,D,B,D,B,C,B,A,B,D,C
INST003,35,3,C,A,B,D,D,B,A,A,C,B,B,D,C,A,A,B,A,D,C,B,B,C,A,B,C,C,D,A,A,B,B,D,D,B,C,D,B,B,A,C
INST003,40,3,A,D,A,D,D,B,A,A,D,D,B,C,C,D,A,A,D,D,D,C,D,A,B,A,C,C,B,A,D,A,C,D,C,B,C,B,B,B,C,C
INST003,45,3,C,D,A,B,D,A,A,D,B,D,A,A,A,A,A,B,A,A,A,B,C,C,D,C,B,D,D,A,D,A,A,A,D,C,C,D,B,B,C,C
INST003,50,3,B,D,A,D,D,A,D,B,C,D,B,C,0,A,C,C,C,C,D,D,D,A,D,D,A,A,D,A,C,B,D,B,A,C,A,C,C,B,A,C
INST003,55,3,A,D,C,D,0,A,A,C,D,D,D,A,C,A,A,A,A,D,D,B,D,C,D,C,C,C,D,B,A,D,A,B,D,B,C,A,B,B,A,B
INST003,60,3,A,C,C,B,D,B,D,B,B,D,D,B,B,A,A,B,A,B,D,B,B,D,D,C,B,C,C,A,B,D,D,D,A,C,A,C,B,D,A,C
INST003,65,3,C,D,C,B,D,B,A,A,D,D,D,C,B,C,A,A,C,D,D,B,D,A,D,C,C,B,D,A,B,A,D,C,D,B,C,C,B,B,D,C
INST003,70,3,C,A,D,D,D,A,A,A,D,D,D,C,D,B,A,A,B,B,C,C,D,C,D,A,B,C,A,A,A,D,D,C,A,B,C,B,B,D,C,B
INST003,75,3,B,B,0,D,D,B,A,D,D,D,A,B,C,A,C,A,C,A,D,C,B,A,D,D,C,C,D,A,A,D,C,B,C,B,C,D,B,D,D,D
INST003,80,3,C,A,C,D,D,A,A,A,D,D,D,B,C,A,A,A,A,D,D,C,B,C,A,C,A,C,D,A,A,D,D,A,C,B,C,B,B,B,A,C
INST003,85,3,A,C,C,B,D,B,D,B,B,D,D,B,B,A,A,B,A,B,D,C,B,C,A,A,B,C,C,A,B,D,D,D,A,C,A,C,B,D,A,C
INST003,90,3,C,B,C,D,D,A,A,C,A,D,A,A,C,A,A,B,D,A,A,B,D,D,A,A,C,B,D,A,B,A,C,D,A,C,C,C,B,A,C,C
INST003,95,3,C,C,A,D,D,A,A,B,B,D,C,A,C,C,C,B,A,C,D,A,A,B,D,A,C,A,A,A,B,B,A,B,A,C,C,A,B,B,A,C
INST003,101,3,C,B,C,D,D,B,D,C,D,D,D,C,C,D,A,A,B,C,D,C,D,C,B,C,C,B,C,D,A,C,C,D,D,B,C,A,B,B,A,C
INST003,103,3,A,D,C,B,D,B,D,A,C,D,D,B,C,A,A,B,D,D,D,B,D,A,D,B,C,D,D,D,B,A,B,D,D,B,C,B,B,D,D,D
INST003,105,3,B,D,A,D,D,A,A,C,B,A,B,A,A,A,A,A,B,B,B,B,B,C,D,D,B,A,A,A,A,B,A,B,C,A,B,B,B,D,A,B
INST003,109,3,C,0,C,A,D,B,0,A,A,D,D,0,C,0,A,B,0,B,D,0,0,0,C,D,0,0,D,D,A,B,D,B,0,D,C,0,A,0,D,C
INST003,114,3,C,A,B,B,A,B,C,A,B,D,D,A,D,B,A,C,A,C,D,C,C,B,D,A,B,A,A,A,A,0,D,A,0,A,C,B,B,A,C,D
INST003,120,3,D,B,C,A,D,B,A,A,A,A,B,C,A,A,C,B,A,C,A,A,B,D,D,C,A,B,A,A,B,B,C,B,A,B,D,D,B,D,A,C
INST003,123,3,C,B,C,D,D,A,A,B,B,B,C,A,D,A,A,A,C,B,A,B,D,B,D,C,C,A,B,D,D,B,A,B,C,B,C,B,A,D,A,D
INST003,127,3,B,C,0,D,A,A,A,B,D,A,D,C,C,A,A,A,A,A,B,0,B,C,D,D,C,D,B,A,D,A,A,A,A,B,D,B,B,D,C,C
INST003,141,3,D,C,C,D,D,A,D,A,B,D,D,A,C,C,A,A,D,B,D,C,A,C,D,B,C,C,B,A,B,B,A,B,A,B,B,A,A,B,D,C
INST003,144,3,C,A,B,D,D,A,A,A,B,D,A,B,C,A,D,C,A,C,D,C,C,B,D,A,B,A,A,A,A,D,A,D,D,A,C,B,B,A,C,D
INST005,5,3,C,B,D,D,D,D,A,D,B,D,D,C,C,A,C,A,A,B,B,C,D,B,B,D,C,A,A,D,A,C,A,B,A,C,C,B,A,B,D,C
INST005,10,3,C,C,C,D,D,B,A,A,A,B,C,C,C,C,C,A,C,D,D,B,D,C,A,D,C,C,B,D,A,D,A,D,D,B,C,D,A,B,D,C
INST005,15,3,C,A,B,D,D,B,A,D,A,D,A,0,C,0,C,A,B,A,D,C,B,B,D,D,D,A,B,D,B,C,A,0,A,C,C,C,B,B,A,C
INST005,20,3,D,B,D,B,A,B,A,A,C,D,C,C,C,A,A,B,A,B,A,C,A,D,C,C,A,C,A,D,A,B,A,D,A,C,C,A,B,D,C,D
INST005,25,3,C,A,C,D,C,A,A,A,C,B,D,0,0,0,0,C,C,B,D,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
